"sku";"grouped_skus";"attribute_set_code";"type";"product_websites";"name";"meta_title";"meta_description";"description";"short_description";"categories";"image";"small_image";"thumbnail";"ed_brand";"ed_type";"ed_model";"ed_essentials";"price";"length";"width";"height";"diameter";"weight";"qty";"min_qty";"ed_fmat";"ed_fheig";"ed_color";"discount_percentage";"config_size"
"372661-group-v2";"1017766,372664,372667,372977";"Default";"grouped";"base";"S3 CANDLE B/O H15D7.5 RED AMBER LIGHT REMOTE";"S3 CANDLE B/O H15D7.5 RED AMBER LIGHT REMOTE";"S3 CANDLE B/O H15D7.5 RED AMBER LIGHT REMOTE";"S3 CANDLE B/O H15D7.5 RED AMBER LIGHT REMOTE";"S3 CANDLE B/O H15D7.5 RED AMBER LIGHT REMOTE";"Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated";"/37266101.jpg";"/37266101.jpg";"/37266101.jpg";"Mica Decorations";"candle";"Candle and tealights";"No";0;"NULL";"NULL";15;7.5;0;0;8;"wax.";"15 - 20 cm";"red";0;"H15.D7.5."
