sku;grouped_skus;attribute_set_code;type;product_websites;name;meta_title;meta_description;description;short_description;ed_model;categories;ed_brand;ed_type;ed_color;image;small_image;thumbnail
seatle_520_10_110030406043; 1044123, 1044124;Default;grouped;base;Seatle;Seatle;Seatle;Seatle;Seatle;Seatle;Shop/Home accessories/Lamps & lighting/Wall lamps;Mica Decorations;Hanging lamp;white; 104412301.jpg; 104412301.jpg; 104412301.jpg
seba_197_140_110030306035;136167;Default;grouped;base;Sebastian;Sebastian;Sebastian;Sebastian;Sebastian;Sebastian;Shop/Home accessories/Room accents/Candles & candle holders;Casa Vivante;candleholder;silver; 13616701.jpg; 13616701.jpg; 13616701.jpg
sedum_500_100_120030906094;1009004;Default;grouped;base;Sedum;Sedum;Sedum;Sedum;Sedum;Sedum;Shop/Artificial flowers & plants/Flowers & bouquets/Branches;Casa Vivante;to be determined;pink; 100900401.jpg; 100900401.jpg; 100900401.jpg
sem_151_180_100030206020; 1001240, 1001242, 1001243, 1041892, 1041894;Default;grouped;base;Sem;Sem;Sem;Sem;Sem;Sem;Shop/Pottery & glassware/Glassware/Glass vases;Mica Decorations;pot;transparent; 100124001.jpg; 100124001.jpg; 100124001.jpg
semba_520_130_110030406040; 1030692, 1030694;Default;grouped;base;Semba;Semba;Semba;Semba;Semba;Semba;Shop/Home accessories/Lamps & lighting/Ceiling lamps;Mica Decorations;Hanging lamp;gold; 103069201.jpg; 103069201.jpg; 103069201.jpg
semba_520_160_110030406040; 1030693, 1030695;Default;grouped;base;Semba;Semba;Semba;Semba;Semba;Semba;Shop/Home accessories/Lamps & lighting/Ceiling lamps;Mica Decorations;Hanging lamp;copper; 103069301.jpg; 103069301.jpg; 103069301.jpg
sera_81_80_120031006100;1021020;Default;grouped;base;Schefflera spray;Schefflera spray;Schefflera spray;Schefflera spray;Schefflera spray;Schefflera spray;Shop/Artificial flowers & plants/Plants/Hanging plants;Mica Decorations;green plants small leaves;green; 102102001.jpg; 102102001.jpg; 102102001.jpg
shae_500_160_110030306035;1008500;Default;grouped;base;Shade;Shade;Shade;Shade;Shade;Shade;Shop/Home accessories/Room accents/Candles & candle holders;Mica Decorations;to be determined;copper; 100850001.jpg; 100850001.jpg; 100850001.jpg
sher_500_80_150032006200;387698;Default;grouped;base;Sherwood;Sherwood;Sherwood;Sherwood;Sherwood;Sherwood;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Triumph Tree;to be determined;green; 38769801.jpg; 38769801.jpg; 38769801.jpg
sher_604_80_150032006200; 389096, 389097;Default;grouped;base;Sherwood;Sherwood;Sherwood;Sherwood;Sherwood;Sherwood;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Triumph Tree;deluxe;green; 38909601.jpg; 38909601.jpg; 38909601.jpg
sher_604_90_150032006200;389116;Default;grouped;base;Sherwood;Sherwood;Sherwood;Sherwood;Sherwood;Sherwood;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Triumph Tree;deluxe;blue; 38911601.jpg; 38911601.jpg; 38911601.jpg
sher_616_80_150032006200; 389911, 389912, 389916, 389917, 389918;Default;grouped;base;Sherwood;Sherwood;Sherwood;Sherwood;Sherwood;Sherwood;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Triumph Tree;led;green; 38991101.jpg; 38991101.jpg; 38991101.jpg
shim_500_10_110030506055;1003335;Default;grouped;base;Shimmer;Shimmer;Shimmer;Shimmer;Shimmer;Shimmer;Shop/Home accessories/Small furniture/Small furniture others;House of Seasons;to be determined;white; 100333501.jpg; 100333501.jpg; 100333501.jpg
shin_115_160_110030306034; 133464, 133472, 133479;Default;grouped;base;Shine;Shine;Shine;Shine;Shine;Shine;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;lantern;copper; 13346401.jpg; 13346401.jpg; 13346401.jpg
si_43_180_100030206026; 224717, 224718, 224719, 224821, 224822;Default;grouped;base;Sil;Sil;Sil;Sil;Sil;Sil;Shop/Pottery & glassware/Glassware/Glassware others;Mica Decorations;deco glass;transparent; 22471701.jpg; 22471701.jpg; 22471701.jpg
si_500_180_100030206026; 1003736, 1003737, 1016081;Default;grouped;base;Sil;Sil;Sil;Sil;Sil;Sil;Shop/Pottery & glassware/Glassware/Glassware others;Mica Decorations;to be determined;transparent; 100373601.jpg; 100373601.jpg; 100373601.jpg
sibo_519_50_120031106111;987687;Default;grouped;base;Orange tree;Orange tree;Orange tree;Orange tree;Orange tree;Orange tree;Shop/Artificial flowers & plants/Trees/Green trees;Mica Decorations;others;orange; 98768701.jpg; 98768701.jpg; 98768701.jpg
sibo_80_80_120031106111;1027997;Default;grouped;base;Orange tree;Orange tree;Orange tree;Orange tree;Orange tree;Orange tree;Shop/Artificial flowers & plants/Trees/Green trees;Mica Decorations;green plants;green; 102799701.jpg; 102799701.jpg; 102799701.jpg
siem_151_13_100030006000;1041272;Default;grouped;base;Siem;Siem;Siem;Siem;Siem;Siem;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;off white; 104127201.jpg; 104127201.jpg; 104127201.jpg
siem_192_54_100030106014;1041283;Default;grouped;base;Siem;Siem;Siem;Siem;Siem;Siem;Shop/Pottery & glassware/Outdoor pottery/Outdoor plates;Mica Decorations;plate;terra; 104128301.jpg; 104128301.jpg; 104128301.jpg
sienna_180_54_100030006001;1022561;Default;grouped;base;Sienna;Sienna;Sienna;Sienna;Sienna;Sienna;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;terra; 102256101.jpg; 102256101.jpg; 102256101.jpg
siggy_151_123_100030006000; 1024211, 1024212, 1024213, 1024214;Default;grouped;base;Siggy;Siggy;Siggy;Siggy;Siggy;Siggy;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;taupe; 102421101.jpg; 102421101.jpg; 102421101.jpg
siggy_151_20_100030006000; 1024203, 1024204, 1024205, 1024206, 1024207, 1024210;Default;grouped;base;Siggy;Siggy;Siggy;Siggy;Siggy;Siggy;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;grey; 102420301.jpg; 102420301.jpg; 102420301.jpg
siggy_180_123_100030006001; 1024215, 1024216;Default;grouped;base;Siggy;Siggy;Siggy;Siggy;Siggy;Siggy;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;taupe; 102421501.jpg; 102421501.jpg; 102421501.jpg
siggy_180_20_100030006001;1024208;Default;grouped;base;Siggy;Siggy;Siggy;Siggy;Siggy;Siggy;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;grey; 102420801.jpg; 102420801.jpg; 102420801.jpg
sigr_500_20_110030306034;1003359;Default;grouped;base;Sigrid;Sigrid;Sigrid;Sigrid;Sigrid;Sigrid;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;to be determined;grey; 100335901.jpg; 100335901.jpg; 100335901.jpg
sil_180_10_100030006004; 119473, 119474, 119475, 119476, 119477;Default;grouped;base;Sil;Sil;Sil;Sil;Sil;Sil;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Casa Vivante;vase;white; 11947301.jpg; 11947301.jpg; 11947301.jpg
sil_180_40_100030006004;118485;Default;grouped;base;Sil;Sil;Sil;Sil;Sil;Sil;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Casa Vivante;vase;red; 11848501.jpg; 11848501.jpg; 11848501.jpg
sil_180_81_100030006004; 1037633, 1037634, 1037635;Default;grouped;base;Sil;Sil;Sil;Sil;Sil;Sil;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Casa Vivante;vase;l.green; 103763301.jpg; 103763301.jpg; 103763301.jpg
sil_500_180_100030206026; 1025163, 1025164, 1025165;Default;grouped;base;Sil;Sil;Sil;Sil;Sil;Sil;Shop/Pottery & glassware/Glassware/Glassware others;Mica Decorations;to be determined;transparent; 102516301.jpg; 102516301.jpg; 102516301.jpg
sila_151_122_100030006000; 1002758, 1002759, 1002760, 1002761;Default;grouped;base;Sila;Sila;Sila;Sila;Sila;Sila;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;d.brown; 100275801.jpg; 100275801.jpg; 100275801.jpg
sila_151_13_100030006000;1002752;Default;grouped;base;Sila;Sila;Sila;Sila;Sila;Sila;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;off white; 100275201.jpg; 100275201.jpg; 100275201.jpg
sila_151_170_100030006000;1018885;Default;grouped;base;Sila;Sila;Sila;Sila;Sila;Sila;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;rust; 101888501.jpg; 101888501.jpg; 101888501.jpg
sila_151_22_100030006000; 1002764, 1002765, 1002766, 1002767;Default;grouped;base;Sila;Sila;Sila;Sila;Sila;Sila;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;d.grey; 100276401.jpg; 100276401.jpg; 100276401.jpg
sime_59_101_100030206025;1006804;Default;grouped;base;Simone;Simone;Simone;Simone;Simone;Simone;Shop/Pottery & glassware/Glassware/Glass single flower vases;Mica Decorations;bottle;l.pink; 100680401.jpg; 100680401.jpg; 100680401.jpg
sime_59_180_100030206025;147748;Default;grouped;base;Simone;Simone;Simone;Simone;Simone;Simone;Shop/Pottery & glassware/Glassware/Glass single flower vases;Mica Decorations;bottle;transparent; 14774801.jpg; 14774801.jpg; 14774801.jpg
siss_500_10_130031506150;36743;Default;grouped;base;Sissy;Sissy;Sissy;Sissy;Sissy;Sissy;Shop/Spring & outdoor decoration/Outdoor furniture/Outdoor tables;Mica Decorations;to be determined;white; 03674301.jpg; 03674301.jpg; 03674301.jpg
siss_500_10_130031506152;157114;Default;grouped;base;Sissy;Sissy;Sissy;Sissy;Sissy;Sissy;Shop/Spring & outdoor decoration/Outdoor furniture/Outdoor benches;Mica Decorations;to be determined;white; 15711401.jpg; 15711401.jpg; 15711401.jpg
siss_500_10_130031506153; 036738, 036739;Default;grouped;base;Sissy;Sissy;Sissy;Sissy;Sissy;Sissy;Shop/Spring & outdoor decoration/Outdoor furniture/Outdoor furniture others;Mica Decorations;to be determined;white; 03673801.jpg; 03673801.jpg; 03673801.jpg
siss_500_120_130031506150;732937;Default;grouped;base;Sissy;Sissy;Sissy;Sissy;Sissy;Sissy;Shop/Spring & outdoor decoration/Outdoor furniture/Outdoor tables;Mica Decorations;to be determined;brown; 73293701.jpg; 73293701.jpg; 73293701.jpg
siss_500_120_130031506151;732936;Default;grouped;base;Sissy;Sissy;Sissy;Sissy;Sissy;Sissy;Shop/Spring & outdoor decoration/Outdoor furniture/Outdoor chairs;Mica Decorations;to be determined;brown; 73293601.jpg; 73293601.jpg; 73293601.jpg
siss_500_120_130031506152;158054;Default;grouped;base;Sissy;Sissy;Sissy;Sissy;Sissy;Sissy;Shop/Spring & outdoor decoration/Outdoor furniture/Outdoor benches;Mica Decorations;to be determined;brown; 15805401.jpg; 15805401.jpg; 15805401.jpg
siss_500_120_130031506153;732933;Default;grouped;base;Sissy;Sissy;Sissy;Sissy;Sissy;Sissy;Shop/Spring & outdoor decoration/Outdoor furniture/Outdoor furniture others;Mica Decorations;to be determined;brown; 73293301.jpg; 73293301.jpg; 73293301.jpg
sita_500_140_100030206025;1008514;Default;grouped;base;Sita;Sita;Sita;Sita;Sita;Sita;Shop/Pottery & glassware/Glassware/Glass single flower vases;Casa Vivante;to be determined;silver; 100851401.jpg; 100851401.jpg; 100851401.jpg
sita_500_140_110030306035;1008276;Default;grouped;base;Sita;Sita;Sita;Sita;Sita;Sita;Shop/Home accessories/Room accents/Candles & candle holders;Casa Vivante;to be determined;silver; 100827601.jpg; 100827601.jpg; 100827601.jpg
sita_500_140_140031606163;1008515;Default;grouped;base;Sita;Sita;Sita;Sita;Sita;Sita;Shop/Christmas decoration/Christmas ornaments/Tree trims;Casa Vivante;to be determined;silver; 100851501.jpg; 100851501.jpg; 100851501.jpg
sita_500_140_140031906190; 1008253, 1008254;Default;grouped;base;Sita;Sita;Sita;Sita;Sita;Sita;Shop/Christmas decoration/Christmas accessories/Christmas decorative objects;Casa Vivante;to be determined;silver; 100825301.jpg; 100825301.jpg; 100825301.jpg
sita_500_150_100030206025;1008269;Default;grouped;base;Sita;Sita;Sita;Sita;Sita;Sita;Shop/Pottery & glassware/Glassware/Glass single flower vases;Casa Vivante;to be determined;bronze; 100826901.jpg; 100826901.jpg; 100826901.jpg
sita_500_150_140031606163;1008272;Default;grouped;base;Sita;Sita;Sita;Sita;Sita;Sita;Shop/Christmas decoration/Christmas ornaments/Tree trims;Casa Vivante;to be determined;bronze; 100827201.jpg; 100827201.jpg; 100827201.jpg
sita_500_150_140031906190; 1008251, 1008252;Default;grouped;base;Sita;Sita;Sita;Sita;Sita;Sita;Shop/Christmas decoration/Christmas accessories/Christmas decorative objects;Casa Vivante;to be determined;bronze; 100825101.jpg; 100825101.jpg; 100825101.jpg
skye_500_10_110030306034; 1003904, 1003906;Default;grouped;base;Sky;Sky;Sky;Sky;Sky;Sky;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;to be determined;white; 100390401.jpg; 100390401.jpg; 100390401.jpg
skye_500_20_110030306034; 1003907, 1003909;Default;grouped;base;Sky;Sky;Sky;Sky;Sky;Sky;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;to be determined;grey; 100390701.jpg; 100390701.jpg; 100390701.jpg
slat_151_21_100030106010; 031592, 031647, 031648, 031649, 031653, 031654, 031655, 031660;Default;grouped;base;Slate;Slate;Slate;Slate;Slate;Slate;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;Mica Decorations;pot;l.grey; 03159201.jpg; 03159201.jpg; 03159201.jpg
slat_151_22_100030106010;1027529;Default;grouped;base;Slate;Slate;Slate;Slate;Slate;Slate;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;Mica Decorations;pot;d.grey; 102752901.jpg; 102752901.jpg; 102752901.jpg
slat_163_21_100030106010;31651;Default;grouped;base;Slate;Slate;Slate;Slate;Slate;Slate;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;Mica Decorations;bowl;l.grey; 03165101.jpg; 03165101.jpg; 03165101.jpg
slat_163_21_100030106012;31652;Default;grouped;base;Slate;Slate;Slate;Slate;Slate;Slate;Shop/Pottery & glassware/Outdoor pottery/Outdoor bowl;Mica Decorations;bowl;l.grey; 03165201.jpg; 03165201.jpg; 03165201.jpg
slat_798_21_100030106014; 031700, 031701, 031702, 031803, 031804, 031805;Default;grouped;base;Slate;Slate;Slate;Slate;Slate;Slate;Shop/Pottery & glassware/Outdoor pottery/Outdoor plates;Mica Decorations;tray;l.grey; 03170001.jpg; 03170001.jpg; 03170001.jpg
slin_479_80_120031056252;495976;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Seasonal flowers & plants/Seasonal wreaths & garlands;House of Seasons;pdq;green; 49597601.jpg; 49597601.jpg; 49597601.jpg
snee_519_10_120030906090;1005448;Default;grouped;base;Viburnum;Viburnum;Viburnum;Viburnum;Viburnum;Viburnum;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;others;white; 100544801.jpg; 100544801.jpg; 100544801.jpg
snee_519_80_120030906090; 1027188, 1027190;Default;grouped;base;Viburnum;Viburnum;Viburnum;Viburnum;Viburnum;Viburnum;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;others;green; 102718801.jpg; 102718801.jpg; 102718801.jpg
snee_519_82_120030906090; 1027187, 1027189;Default;grouped;base;Viburnum;Viburnum;Viburnum;Viburnum;Viburnum;Viburnum;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;others;d.green; 102718701.jpg; 102718701.jpg; 102718701.jpg
snpi_500_80_150032006200; 1034707, 1034708, 1034709;Default;grouped;base;Snowdon;Snowdon;Snowdon;Snowdon;Snowdon;Snowdon;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;to be determined;green; 103470701.jpg; 103470701.jpg; 103470701.jpg
snta_500_10_120030906094;914650;Default;grouped;base;Snow branche;Snow branche;Snow branche;Snow branche;Snow branche;Snow branche;Shop/Artificial flowers & plants/Flowers & bouquets/Branches;Mica Decorations;to be determined;white; 91465001.jpg; 91465001.jpg; 91465001.jpg
sola_500_100_130031406144;1008052;Default;grouped;base;Solar;Solar;Solar;Solar;Solar;Solar;Shop/Spring & outdoor decoration/Outdoor decorations/Garden lighting;House of Seasons;to be determined;pink; 100805201.jpg; 100805201.jpg; 100805201.jpg
sola_500_103_130031406144;1008128;Default;grouped;base;Solar;Solar;Solar;Solar;Solar;Solar;Shop/Spring & outdoor decoration/Outdoor decorations/Garden lighting;House of Seasons;to be determined;fuchsia; 100812801.jpg; 100812801.jpg; 100812801.jpg
sola_500_40_130031406144;1025508;Default;grouped;base;Solar;Solar;Solar;Solar;Solar;Solar;Shop/Spring & outdoor decoration/Outdoor decorations/Garden lighting;House of Seasons;to be determined;red; 102550801.jpg; 102550801.jpg; 102550801.jpg
sola_500_50_130031406144; 1008042, 1008043, 1008047, 1008058;Default;grouped;base;Solar;Solar;Solar;Solar;Solar;Solar;Shop/Spring & outdoor decoration/Outdoor decorations/Garden lighting;House of Seasons;to be determined;orange; 100804201.jpg; 100804201.jpg; 100804201.jpg
sola_500_60_130031406144; 1008041, 1008048;Default;grouped;base;Solar;Solar;Solar;Solar;Solar;Solar;Shop/Spring & outdoor decoration/Outdoor decorations/Garden lighting;House of Seasons;to be determined;yellow; 100804101.jpg; 100804101.jpg; 100804101.jpg
sola_500_80_130031406144;1008046;Default;grouped;base;Solar;Solar;Solar;Solar;Solar;Solar;Shop/Spring & outdoor decoration/Outdoor decorations/Garden lighting;House of Seasons;to be determined;green; 100804601.jpg; 100804601.jpg; 100804601.jpg
sola_500_90_130031406144;1025506;Default;grouped;base;Solar;Solar;Solar;Solar;Solar;Solar;Shop/Spring & outdoor decoration/Outdoor decorations/Garden lighting;House of Seasons;to be determined;blue; 102550601.jpg; 102550601.jpg; 102550601.jpg
soph_151_70_100030106010;153770;Default;grouped;base;Sophia;Sophia;Sophia;Sophia;Sophia;Sophia;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;Mica Decorations;pot;beige; 15377001.jpg; 15377001.jpg; 15377001.jpg
soto_500_30_100030206025; 1044067, 1044068, 1044069;Default;grouped;base;Soto;Soto;Soto;Soto;Soto;Soto;Shop/Pottery & glassware/Glassware/Glass single flower vases;Mica Decorations;to be determined;black; 104406701.jpg; 104406701.jpg; 104406701.jpg
space_163_180_100030206026; 1011080, 1011081;Default;grouped;base;Space;Space;Space;Space;Space;Space;Shop/Pottery & glassware/Glassware/Glassware others;Mica Decorations;bowl;transparent; 101108001.jpg; 101108001.jpg; 101108001.jpg
spat_170_10_120031006101;947789;Default;grouped;base;Spathiphyllum;Spathiphyllum;Spathiphyllum;Spathiphyllum;Spathiphyllum;Spathiphyllum;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;spathiphyllum;white; 94778901.jpg; 94778901.jpg; 94778901.jpg
spbs_500_80_120031006100;1021027;Default;grouped;base;Springeria bush;Springeria bush;Springeria bush;Springeria bush;Springeria bush;Springeria bush;Shop/Artificial flowers & plants/Plants/Hanging plants;Mica Decorations;to be determined;green; 102102701.jpg; 102102701.jpg; 102102701.jpg
spio_115_20_110030306034;133093;Default;grouped;base;Spiro;Spiro;Spiro;Spiro;Spiro;Spiro;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;lantern;grey; 13309301.jpg; 13309301.jpg; 13309301.jpg
sprp_500_10_150032006200; 380256, 380257, 380258;Default;grouped;base;Springdale;Springdale;Springdale;Springdale;Springdale;Springdale;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;to be determined;white; 38025601.jpg; 38025601.jpg; 38025601.jpg
stacey_180_180_100030206020; 1007037, 1007038, 1007039;Default;grouped;base;Stacey;Stacey;Stacey;Stacey;Stacey;Stacey;Shop/Pottery & glassware/Glassware/Glass vases;Mica Decorations;vase;transparent; 100703701.jpg; 100703701.jpg; 100703701.jpg
stage_500_30_110030506055;1040832;Default;grouped;base;Stage;Stage;Stage;Stage;Stage;Stage;Shop/Home accessories/Small furniture/Small furniture others;Mica Decorations;to be determined;black; 104083201.jpg; 104083201.jpg; 104083201.jpg
stan_151_20_100030106010; 1010990, 144966, 144967, 144975, 145120, 145121, 145122, 145123, 145124, 145125, 145126;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;Mica Decorations;pot;grey; 101099001.jpg; 101099001.jpg; 101099001.jpg
stan_151_20_100030106015;1011744;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor hanging pots;Mica Decorations;pot;grey; 101174401.jpg; 101174401.jpg; 101174401.jpg
stan_151_202_100030106017; 1041770, 1041772, 1041778;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;Mica Decorations;pot;antique; 104177001.jpg; 104177001.jpg; 104177001.jpg
stan_151_54_100030106010; 1010987, 1010988, 1011856, 144960, 144961, 144963, 144964, 145100, 145101, 145102, 145103, 145104, 145105, 145106, 145110, 145111, 145112, 145113, 145114, 145115, 145116, 242361, 449986;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;Non branded;pot;terra; 101098701.jpg; 101098701.jpg; 101098701.jpg
stan_151_54_100030106010; 1010987, 1010988, 1011856, 144960, 144961, 144963, 144964, 145100, 145101, 145102, 145103, 145104, 145105, 145106, 145110, 145111, 145112, 145113, 145114, 145115, 145116, 242361, 449986;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;Mica Decorations;pot;terra; 101098701.jpg; 101098701.jpg; 101098701.jpg
stan_151_54_100030106015;1011745;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor hanging pots;Mica Decorations;pot;terra; 101174501.jpg; 101174501.jpg; 101174501.jpg
stan_151_54_100030106017; 1041762, 1041764, 1041765, 1041766, 242483, 242484;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;Mica Decorations;pot;terra; 104176201.jpg; 104176201.jpg; 104176201.jpg
stan_192_20_100030106014; 144968, 144969, 145141, 145142, 145143;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor plates;Mica Decorations;plate;grey; 14496801.jpg; 14496801.jpg; 14496801.jpg
stan_192_54_100030106014; 144962, 144965, 145135, 145136, 145137, 145138, 145139, 145140;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor plates;Mica Decorations;plate;terra; 14496201.jpg; 14496201.jpg; 14496201.jpg
stan_470_20_100030106017; 144990, 144992;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;Mica Decorations;wall pot;grey; 14499001.jpg; 14499001.jpg; 14499001.jpg
stan_471_20_100030106015;242359;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor hanging pots;Mica Decorations;hanging pot;grey; 24235901.jpg; 24235901.jpg; 24235901.jpg
stan_500_54_100030106010;449985;Default;grouped;base;Stan;Stan;Stan;Stan;Stan;Stan;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;Non branded;to be determined;terra; 44998501.jpg; 44998501.jpg; 44998501.jpg
stef_151_10_100030006000; 1006556, 1006557, 1041404;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;white; 100655601.jpg; 100655601.jpg; 100655601.jpg
stef_151_10_100030006005;1041398;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;Mica Decorations;pot;white; 104139801.jpg; 104139801.jpg; 104139801.jpg
stef_151_123_100030006000; 1006526, 1006533, 1006546, 1006552, 1006553, 1041401, 1041402;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;taupe; 100652601.jpg; 100652601.jpg; 100652601.jpg
stef_151_20_100030006000; 1006548, 1006549, 1041399, 1041400;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;grey; 100654801.jpg; 100654801.jpg; 100654801.jpg
stef_151_80_100030006000; 1022488, 1041405, 1041406;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;green; 102248801.jpg; 102248801.jpg; 102248801.jpg
stef_151_90_100030006000; 1006530, 1006536;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;blue; 100653001.jpg; 100653001.jpg; 100653001.jpg
stef_471_10_100030006005;1022498;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;Mica Decorations;hanging pot;white; 102249801.jpg; 102249801.jpg; 102249801.jpg
stef_471_123_100030006005; 1022489, 1022490, 1022491, 1022493;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;Mica Decorations;hanging pot;taupe; 102248901.jpg; 102248901.jpg; 102248901.jpg
stef_471_80_100030006005; 1022495, 1022496;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;Mica Decorations;hanging pot;green; 102249501.jpg; 102249501.jpg; 102249501.jpg
stef_472_10_100030006004;1006516;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;jug;white; 100651601.jpg; 100651601.jpg; 100651601.jpg
stef_472_123_100030006004;1006518;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;jug;taupe; 100651801.jpg; 100651801.jpg; 100651801.jpg
stef_472_20_100030006004; 1006517, 1006522;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;jug;grey; 100651701.jpg; 100651701.jpg; 100651701.jpg
stef_472_80_100030006004;1022485;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;jug;green; 102248501.jpg; 102248501.jpg; 102248501.jpg
stef_472_90_100030006004;1006524;Default;grouped;base;Stef;Stef;Stef;Stef;Stef;Stef;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;jug;blue; 100652401.jpg; 100652401.jpg; 100652401.jpg
