sku;grouped_skus;attribute_set_code;type;product_websites;name;meta_title;meta_description;description;short_description;ed_model;categories;ed_brand;ed_type;ed_color;image;small_image;thumbnail
fore_300_80_150032006200; 790012, 790013, 790014, 790049;Default;grouped;base;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Triumph Tree;Norm Francais;green; 79001201.jpg; 79001201.jpg; 79001201.jpg
fore_500_80_150032006200;387688;Default;grouped;base;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Triumph Tree;to be determined;green; 38768801.jpg; 38768801.jpg; 38768801.jpg
fore_609_80_150032006200; 788039, 788040, 788041, 788051, 788052;Default;grouped;base;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Triumph Tree;green;green; 78803901.jpg; 78803901.jpg; 78803901.jpg
fore_616_82_150032006200;389811;Default;grouped;base;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Triumph Tree;led;d.green; 38981101.jpg; 38981101.jpg; 38981101.jpg
fore_622_95_150032006200; 389395, 389396, 389397, 389398;Default;grouped;base;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Triumph Tree;newgrowth;newgrowth blue; 38939501.jpg; 38939501.jpg; 38939501.jpg
fore_779_80_150032106211; 386265, 386266;Default;grouped;base;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Forest Fr.Pine;Shop/Artificial Christmas trees & wreaths/Artificial Christmas wreaths & garlands/Garlands & swags;Triumph Tree;garland;green; 38626501.jpg; 38626501.jpg; 38626501.jpg
fors_500_60_120030906090;1040352;Default;grouped;base;Forsythia;Forsythia;Forsythia;Forsythia;Forsythia;Forsythia;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;to be determined;yellow; 104035201.jpg; 104035201.jpg; 104035201.jpg
foxt_500_114_120030906094;1027311;Default;grouped;base;Foxtail;Foxtail;Foxtail;Foxtail;Foxtail;Foxtail;Shop/Artificial flowers & plants/Flowers & bouquets/Branches;Mica Decorations;to be determined;mauve; 102731101.jpg; 102731101.jpg; 102731101.jpg
foxt_500_14_120030906094;1027310;Default;grouped;base;Foxtail;Foxtail;Foxtail;Foxtail;Foxtail;Foxtail;Shop/Artificial flowers & plants/Flowers & bouquets/Branches;Mica Decorations;to be determined;cream; 102731001.jpg; 102731001.jpg; 102731001.jpg
foxt_75_120_120031006112;1040496;Default;grouped;base;Foxtail;Foxtail;Foxtail;Foxtail;Foxtail;Foxtail;Shop/Artificial flowers & plants/Plants/Grasses;Mica Decorations;grass;brown; 104049601.jpg; 104049601.jpg; 104049601.jpg
foxt_75_80_120031006112;1040464;Default;grouped;base;Foxtail;Foxtail;Foxtail;Foxtail;Foxtail;Foxtail;Shop/Artificial flowers & plants/Plants/Grasses;Mica Decorations;grass;green; 104046401.jpg; 104046401.jpg; 104046401.jpg
freddy_59_80_100030206021;1048422;Default;grouped;base;Freddy;Freddy;Freddy;Freddy;Freddy;Freddy;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;green; 104842201.jpg; 104842201.jpg; 104842201.jpg
frederique_500_130_110030306034;1029659;Default;grouped;base;Frederique;Frederique;Frederique;Frederique;Frederique;Frederique;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Casa Vivante;to be determined;gold; 102965901.jpg; 102965901.jpg; 102965901.jpg
frsr_218_80_150032006200;383669;Default;grouped;base;Frasier;Frasier;Frasier;Frasier;Frasier;Frasier;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;christmas tree;green; 38366901.jpg; 38366901.jpg; 38366901.jpg
frsr_500_80_150032006200;1013592;Default;grouped;base;Frasier;Frasier;Frasier;Frasier;Frasier;Frasier;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;to be determined;green; 101359201.jpg; 101359201.jpg; 101359201.jpg
fuga_520_140_110030406040; 1023667, 1036745;Default;grouped;base;Fuga;Fuga;Fuga;Fuga;Fuga;Fuga;Shop/Home accessories/Lamps & lighting/Ceiling lamps;Mica Decorations;Hanging lamp;silver; 102366701.jpg; 102366701.jpg; 102366701.jpg
fuga_520_150_110030406040;1036744;Default;grouped;base;Fuga;Fuga;Fuga;Fuga;Fuga;Fuga;Shop/Home accessories/Lamps & lighting/Ceiling lamps;Mica Decorations;Hanging lamp;bronze; 103674401.jpg; 103674401.jpg; 103674401.jpg
fuga_520_30_110030406040; 1036749, 1036751;Default;grouped;base;Fuga;Fuga;Fuga;Fuga;Fuga;Fuga;Shop/Home accessories/Lamps & lighting/Ceiling lamps;Mica Decorations;Hanging lamp;black; 103674901.jpg; 103674901.jpg; 103674901.jpg
fuse_500_20_110030806082;1008445;Default;grouped;base;Fuse;Fuse;Fuse;Fuse;Fuse;Fuse;Shop/Home accessories/Home textiles/Throws;Casa Vivante;to be determined;grey; 100844501.jpg; 100844501.jpg; 100844501.jpg
fuse_500_21_110030806082;1008446;Default;grouped;base;Fuse;Fuse;Fuse;Fuse;Fuse;Fuse;Shop/Home accessories/Home textiles/Throws;Casa Vivante;to be determined;l.grey; 100844601.jpg; 100844601.jpg; 100844601.jpg
fuse_500_43_110030806082;1008444;Default;grouped;base;Fuse;Fuse;Fuse;Fuse;Fuse;Fuse;Shop/Home accessories/Home textiles/Throws;Casa Vivante;to be determined;bordeaux; 100844401.jpg; 100844401.jpg; 100844401.jpg
fuse_500_70_110030806082;1010441;Default;grouped;base;Fuse;Fuse;Fuse;Fuse;Fuse;Fuse;Shop/Home accessories/Home textiles/Throws;Casa Vivante;to be determined;beige; 101044101.jpg; 101044101.jpg; 101044101.jpg
futura_500_13_110030806081;1001118;Default;grouped;base;Futura;Futura;Futura;Futura;Futura;Futura;Shop/Home accessories/Home textiles/Pillows;Mica Decorations;to be determined;off white; 100111801.jpg; 100111801.jpg; 100111801.jpg
futura_500_70_110030806081;1001119;Default;grouped;base;Futura;Futura;Futura;Futura;Futura;Futura;Shop/Home accessories/Home textiles/Pillows;Mica Decorations;to be determined;beige; 100111901.jpg; 100111901.jpg; 100111901.jpg
gabriel_151_10_100030006000; 1043075, 1043076, 1043077, 1043078, 1043112, 1043113;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;white; 104307501.jpg; 104307501.jpg; 104307501.jpg
gabriel_151_150_100030006000; 1034717, 1034718, 1034719, 1043110, 1043111;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;bronze; 103471701.jpg; 103471701.jpg; 103471701.jpg
gabriel_151_20_100030006000; 1043102, 1043103;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;grey; 104310201.jpg; 104310201.jpg; 104310201.jpg
gabriel_151_43_100030006000; 1019072, 1019073, 1019082, 1019083, 1019084, 1019085, 1043106, 1043107;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;bordeaux; 101907201.jpg; 101907201.jpg; 101907201.jpg
gabriel_151_90_100030006000; 1018690, 1019078, 1043104, 1043105;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;blue; 101869001.jpg; 101869001.jpg; 101869001.jpg
gabriel_163_10_100030006002;1043081;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor bowls;Mica Decorations;bowl;white; 104308101.jpg; 104308101.jpg; 104308101.jpg
gabriel_163_150_100030006000; 1034723, 1034724;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;bowl;bronze; 103472301.jpg; 103472301.jpg; 103472301.jpg
gabriel_163_20_100030006002;1018728;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor bowls;Mica Decorations;bowl;grey; 101872801.jpg; 101872801.jpg; 101872801.jpg
gabriel_163_43_100030006002; 1018735, 1018736;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor bowls;Mica Decorations;bowl;bordeaux; 101873501.jpg; 101873501.jpg; 101873501.jpg
gabriel_163_90_100030006002;1018732;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor bowls;Mica Decorations;bowl;blue; 101873201.jpg; 101873201.jpg; 101873201.jpg
gabriel_180_150_100030006001; 1034727, 1034728;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;bronze; 103472701.jpg; 103472701.jpg; 103472701.jpg
gabriel_180_20_100030006001; 1023847, 1023848;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;grey; 102384701.jpg; 102384701.jpg; 102384701.jpg
gabriel_180_43_100030006001; 1024334, 1024335;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;bordeaux; 102433401.jpg; 102433401.jpg; 102433401.jpg
gabriel_180_63_100030006001;1023846;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;ochre; 102384601.jpg; 102384601.jpg; 102384601.jpg
gabriel_180_90_100030006001; 1023849, 1023850;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;blue; 102384901.jpg; 102384901.jpg; 102384901.jpg
gabriel_500_63_100030006001;1023845;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;to be determined;ochre; 102384501.jpg; 102384501.jpg; 102384501.jpg
gabriel_59_10_100030006004; 1043083, 1043084;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;bottle;white; 104308301.jpg; 104308301.jpg; 104308301.jpg
gabriel_59_150_100030006004; 1034725, 1034726;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;bottle;bronze; 103472501.jpg; 103472501.jpg; 103472501.jpg
gabriel_59_20_100030006004;1018729;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;bottle;grey; 101872901.jpg; 101872901.jpg; 101872901.jpg
gabriel_59_43_100030006004; 1018737, 1018738;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;bottle;bordeaux; 101873701.jpg; 101873701.jpg; 101873701.jpg
gabriel_59_63_100030006004;1023843;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;bottle;ochre; 102384301.jpg; 102384301.jpg; 102384301.jpg
gabriel_59_90_100030006004; 1018733, 1018734;Default;grouped;base;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Gabriel;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Mica Decorations;bottle;blue; 101873301.jpg; 101873301.jpg; 101873301.jpg
gama_500_80_110030706070;1037702;Default;grouped;base;Gama;Gama;Gama;Gama;Gama;Gama;Shop/Home accessories/Tableware/Cups;Casa Vivante;to be determined;green; 103770201.jpg; 103770201.jpg; 103770201.jpg
gama_500_80_110030706071; 1037703, 1037704;Default;grouped;base;Gama;Gama;Gama;Gama;Gama;Gama;Shop/Home accessories/Tableware/Bowls;Casa Vivante;to be determined;green; 103770301.jpg; 103770301.jpg; 103770301.jpg
gama_500_80_110030706072; 1037705, 1037706;Default;grouped;base;Gama;Gama;Gama;Gama;Gama;Gama;Shop/Home accessories/Tableware/Plates;Casa Vivante;to be determined;green; 103770501.jpg; 103770501.jpg; 103770501.jpg
gama_500_90_110030706071; 1027703, 1027704;Default;grouped;base;Gama;Gama;Gama;Gama;Gama;Gama;Shop/Home accessories/Tableware/Bowls;Casa Vivante;to be determined;blue; 102770301.jpg; 102770301.jpg; 102770301.jpg
gama_500_90_110030706072; 1021365, 1021366, 1021367;Default;grouped;base;Gama;Gama;Gama;Gama;Gama;Gama;Shop/Home accessories/Tableware/Plates;Casa Vivante;to be determined;blue; 102136501.jpg; 102136501.jpg; 102136501.jpg
garcia_500_90_110030306035;1038015;Default;grouped;base;Garcia;Garcia;Garcia;Garcia;Garcia;Garcia;Shop/Home accessories/Room accents/Candles & candle holders;Mica Decorations;to be determined;blue; 103801501.jpg; 103801501.jpg; 103801501.jpg
garden d_200_12_160032206221; 1037147, 1037148, 1037149, 1037151, 1037152, 1037153, 1037154, 1037155;Default;grouped;base;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Shop/Christmas lighting/Decorations lighting/Decorations lighting wire objects;Luca Lighting;UK plug;warm white; 103714701.jpg; 103714701.jpg; 103714701.jpg
garden d_464_12_130031406144;1044502;Default;grouped;base;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Shop/Spring & outdoor decoration/Outdoor decorations/Garden lighting;House of Seasons;gardenstick;warm white; 104450201.jpg; 104450201.jpg; 104450201.jpg
garden d_662_12_160032206221; 1023744, 1023746;Default;grouped;base;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Shop/Christmas lighting/Decorations lighting/Decorations lighting wire objects;Luca Lighting;tree;warm white; 102374401.jpg; 102374401.jpg; 102374401.jpg
garden d_824_12_160032206221; 1023741, 1023742, 1023748, 1038762, 1038764, 1038903;Default;grouped;base;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Shop/Christmas lighting/Decorations lighting/Decorations lighting wire objects;Non branded;star;warm white; 102374101.jpg; 102374101.jpg; 102374101.jpg
garden d_824_12_160032206221; 1023741, 1023742, 1023748, 1038762, 1038764, 1038903;Default;grouped;base;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Garden d'light;Shop/Christmas lighting/Decorations lighting/Decorations lighting wire objects;Luca Lighting;star;warm white; 102374101.jpg; 102374101.jpg; 102374101.jpg
gaya_151_10_100030006000; 1026967, 1026968;Default;grouped;base;Gaya;Gaya;Gaya;Gaya;Gaya;Gaya;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Casa Vivante;pot;white; 102696701.jpg; 102696701.jpg; 102696701.jpg
gaya_151_101_100030006000; 1026955, 1026956;Default;grouped;base;Gaya;Gaya;Gaya;Gaya;Gaya;Gaya;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Casa Vivante;pot;l.pink; 102695501.jpg; 102695501.jpg; 102695501.jpg
gaya_180_10_100030006004; 1026963, 1026964;Default;grouped;base;Gaya;Gaya;Gaya;Gaya;Gaya;Gaya;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Casa Vivante;vase;white; 102696301.jpg; 102696301.jpg; 102696301.jpg
gaya_180_101_100030006004; 1002842, 1002843;Default;grouped;base;Gaya;Gaya;Gaya;Gaya;Gaya;Gaya;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Casa Vivante;vase;l.pink; 100284201.jpg; 100284201.jpg; 100284201.jpg
gaya_180_80_100030006004; 1002847, 1002848;Default;grouped;base;Gaya;Gaya;Gaya;Gaya;Gaya;Gaya;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Casa Vivante;vase;green; 100284701.jpg; 100284701.jpg; 100284701.jpg
gaya_59_10_100030006004; 1026965, 1026966;Default;grouped;base;Gaya;Gaya;Gaya;Gaya;Gaya;Gaya;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Casa Vivante;bottle;white; 102696501.jpg; 102696501.jpg; 102696501.jpg
gaya_59_101_100030006004; 1002844, 1002845;Default;grouped;base;Gaya;Gaya;Gaya;Gaya;Gaya;Gaya;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Casa Vivante;bottle;l.pink; 100284401.jpg; 100284401.jpg; 100284401.jpg
gaya_59_80_100030006004;1002850;Default;grouped;base;Gaya;Gaya;Gaya;Gaya;Gaya;Gaya;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Casa Vivante;bottle;green; 100285001.jpg; 100285001.jpg; 100285001.jpg
gdin_516_10_130031406145; 1005897, 1005900;Default;grouped;base;Gardino;Gardino;Gardino;Gardino;Gardino;Gardino;Shop/Spring & outdoor decoration/Outdoor decorations/Outdoor plant supports;Mica Decorations;table;white; 100589701.jpg; 100589701.jpg; 100589701.jpg
gdin_516_30_130031406145;1005910;Default;grouped;base;Gardino;Gardino;Gardino;Gardino;Gardino;Gardino;Shop/Spring & outdoor decoration/Outdoor decorations/Outdoor plant supports;Mica Decorations;table;black; 100591001.jpg; 100591001.jpg; 100591001.jpg
gem_151_10_100030006000; 243150, 243151, 243152, 243153;Default;grouped;base;Gem;Gem;Gem;Gem;Gem;Gem;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;white; 24315001.jpg; 24315001.jpg; 24315001.jpg
gem_151_100_100030006000; 243177, 243178;Default;grouped;base;Gem;Gem;Gem;Gem;Gem;Gem;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;pink; 24317701.jpg; 24317701.jpg; 24317701.jpg
gem_151_83_100030006001;1019313;Default;grouped;base;Gem;Gem;Gem;Gem;Gem;Gem;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;pot;mint green; 101931301.jpg; 101931301.jpg; 101931301.jpg
gem_163_100_100030006000;243183;Default;grouped;base;Gem;Gem;Gem;Gem;Gem;Gem;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;bowl;pink; 24318301.jpg; 24318301.jpg; 24318301.jpg
gem_180_10_100030006001; 243155, 243156, 243157;Default;grouped;base;Gem;Gem;Gem;Gem;Gem;Gem;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;white; 24315501.jpg; 24315501.jpg; 24315501.jpg
gem_180_100_100030006001; 243180, 243181, 243182;Default;grouped;base;Gem;Gem;Gem;Gem;Gem;Gem;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;pink; 24318001.jpg; 24318001.jpg; 24318001.jpg
gem_180_200_100030006001;1007880;Default;grouped;base;Gem;Gem;Gem;Gem;Gem;Gem;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;matt; 100788001.jpg; 100788001.jpg; 100788001.jpg
gera_17_10_120031006101;975381;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;blooming plants;white; 97538101.jpg; 97538101.jpg; 97538101.jpg
gera_415_10_120031006108;909995;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Plants displays;Mica Decorations;displays;white; 90999501.jpg; 90999501.jpg; 90999501.jpg
gera_415_100_120031006108; 1050997, 975169;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Plants displays;Mica Decorations;displays;pink; 105099701.jpg; 105099701.jpg; 105099701.jpg
gera_500_102_120031006100;953685;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Hanging plants;Mica Decorations;to be determined;d.pink; 95368501.jpg; 95368501.jpg; 95368501.jpg
gera_500_14_120031006100;953684;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Hanging plants;Mica Decorations;to be determined;cream; 95368401.jpg; 95368401.jpg; 95368401.jpg
gera_500_190_120031006108;949895;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Plants displays;Mica Decorations;to be determined;mixed colours; 94989501.jpg; 94989501.jpg; 94989501.jpg
gera_64_10_120031006100;1005423;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Hanging plants;Mica Decorations;geranium;white; 100542301.jpg; 100542301.jpg; 100542301.jpg
gera_64_10_120031006101; 1044335, 1044340, 949888, 949889, 949891, 949892, 949893, 949894, 950218, 950219, 975379;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;geranium;white; 104433501.jpg; 104433501.jpg; 104433501.jpg
gera_64_100_120031006100; 1005425, 953682;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Hanging plants;Mica Decorations;geranium;pink; 100542501.jpg; 100542501.jpg; 100542501.jpg
gera_64_100_120031006101; 1044333, 1044338, 1046052, 1046053, 947282, 975162, 975192, 975202, 975222, 975264, 975372, 975377, N49893, N49894;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;geranium;pink; 104433301.jpg; 104433301.jpg; 104433301.jpg
gera_64_102_120031006101; 1044336, 1044341, 947286, 975166, 975196, 975206, 975226, 975262, 975380;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;geranium;d.pink; 104433601.jpg; 104433601.jpg; 104433601.jpg
gera_64_110_120031006101;950216;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;geranium;purple; 95021601.jpg; 95021601.jpg; 95021601.jpg
gera_64_14_120031006101; 947284, 975165, 975195, 975205, 975224, 975261;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;geranium;cream; 94728401.jpg; 94728401.jpg; 94728401.jpg
gera_64_40_120031006100; 1005424, 953681;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Hanging plants;Mica Decorations;geranium;red; 100542401.jpg; 100542401.jpg; 100542401.jpg
gera_64_40_120031006101; 1044332, 1044337, 947281, 975161, 975191, 975201, 975221, 975263, 975286, 975371, 975376;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;geranium;red; 104433201.jpg; 104433201.jpg; 104433201.jpg
gera_64_53_120031006101; 950217, N49892;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;geranium;peach; 95021701.jpg; 95021701.jpg; 95021701.jpg
gera_64_55_120031006100;953683;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Hanging plants;Mica Decorations;geranium;salmon; 95368301.jpg; 95368301.jpg; 95368301.jpg
gera_64_55_120031006101; 1044334, 1044339, 947283, 975163, 975193, 975203, 975223, 975265, 975373, 975378;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;geranium;salmon; 104433401.jpg; 104433401.jpg; 104433401.jpg
gera_80_10_120031006101;975386;Default;grouped;base;Geranium;Geranium;Geranium;Geranium;Geranium;Geranium;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;green plants;white; 97538601.jpg; 97538601.jpg; 97538601.jpg
gerb_415_10_120031006108;909998;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Plants/Plants displays;Mica Decorations;displays;white; 90999801.jpg; 90999801.jpg; 90999801.jpg
gerb_68_10_120031006101;949326;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;gerbera;white; 94932601.jpg; 94932601.jpg; 94932601.jpg
gerb_68_100_120030906090;1021127;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;gerbera;pink; 102112701.jpg; 102112701.jpg; 102112701.jpg
gerb_68_100_120031006101;949324;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;gerbera;pink; 94932401.jpg; 94932401.jpg; 94932401.jpg
gerb_68_102_120030906090;1021128;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;gerbera;d.pink; 102112801.jpg; 102112801.jpg; 102112801.jpg
gerb_68_14_120030906090;1019525;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;gerbera;cream; 101952501.jpg; 101952501.jpg; 101952501.jpg
gerb_68_14_120031006101;949325;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;gerbera;cream; 94932501.jpg; 94932501.jpg; 94932501.jpg
gerb_68_40_120030906090;1021129;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;gerbera;red; 102112901.jpg; 102112901.jpg; 102112901.jpg
