"sku";"attribute_set";"type";"name";"meta_title";"meta_description";"description";"short_description";"categories";"image";"small_image";"thumbnail";"ed_brand";"ed_type";"ed_model";"ed_essentials";"price";"length";"width";"height";"diameter";"weight";"qty";"min_qty";"ed_fmat";"ed_fheig";"ed_color";"discount_percentage";"config_size";"simple_skus";"configurable_attributes"
"990025-config";"Default";"configurable";"Displaystand  white 24 buckets - h151xd80cm";"Displaystand  white 24 buckets - h151xd80cm";"Displaystand  white 24 buckets - h151xd80cm";"Displaystand  white 24 buckets - h151xd80cm";"Displaystand  white 24 buckets - h151xd80cm";"Shop/Marketing/Packing/Packing";"/99002501.jpg";"/99002501.jpg";"/99002501.jpg";"Mica Decorations";"to be determined";"Displaystand";"No";0;1;1;151.1;78.7;5;63;1;"metal";"130 - 170 cm";"white";0;"H151.1.D78.7.";"372664,372667,372665,1019729,1012601,990025";"ed_fmat,ed_fheig"
