sku;attribute_set_code;product_type;product_websites;name;meta_title;meta_description;description;short_description;categories;image;small_image;thumbnail;ed_brand;ed_type;ed_model;ed_essentials;price;length;width;height;diameter;weight;qty;min_sale_qty;ed_fmat;ed_fheig;ed_color;discount_percentage;config_size
1017766;Default;Simple;base;Storagepot transparent 10 led battery operated - h13xd11cm;Storagepot transparent 10 led battery operated - h13xd11cm;Storagepot transparent 10 led battery operated - h13xd11cm;Storagepot transparent 10 led battery operated - h13xd11cm;Storagepot transparent 10 led battery operated - h13xd11cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/101776601.jpg;/101776601.jpg;/101776601.jpg;Christmas House;to be determined;Christmas gift;No;0;NULL;NULL;13;11;0;0;24;glass;12,5 - 15 cm;transparent;0;H13.D11.
372664;Default;Simple;base;Candle cream set of 3 amber light battery operated-h10xd5cm;Candle cream set of 3 amber light battery operated-h10xd5cm;Candle cream set of 3 amber light battery operated-h10xd5cm;Candle cream set of 3 amber light battery operated - h10xd5cm;Candle cream set of 3 amber light battery operated - h10xd5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37266401.jpg;/37266401.jpg;/37266401.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;10;5;0;0;12;wax.;10 - 12,5 cm;cream;0;H10.D5.
372667;Default;Simple;base;Candle cream set of 2 amber light BO - h28xd2,5cm;Candle cream set of 2 amber light BO - h28xd2,5cm;Candle cream set of 2 amber light BO - h28xd2,5cm;Candle cream set of 2 amber light battery operated - h28xd2,5cm;Candle cream set of 2 amber light battery operated - h28xd2,5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37266701.jpg;/37266701.jpg;/37266701.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;28;2.5;0;0;48;wax.;25 - 35 cm;cream;0;H28.D2.5.
1015597;Default;Simple;base;Tree gold 10led battery operated - h33xd7,5cm;Tree gold 10led battery operated - h33xd7,5cm;Tree gold 10led battery operated - h33xd7,5cm;Tree gold 10led battery operated - h33xd7,5cm;Tree gold 10led battery operated - h33xd7,5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/101559701.jpg;/101559701.jpg;/101559701.jpg;Christmas House;to be determined;Christmas tree;No;0;NULL;NULL;33;7.5;0;0;6;glass;25 - 35 cm;gold;0;H33.D7.5.
372977;Default;Simple;base;LED CANDLE B/O H13D10 OFF WHITE BATTERY 2XAA BT01 NOT INCL.;LED CANDLE B/O H13D10 OFF WHITE BATTERY 2XAA BT01 NOT INCL.;LED CANDLE B/O H13D10 OFF WHITE BATTERY 2XAA BT01 NOT INCL.;LED CANDLE B/O H13D10 OFF WHITE BATTERY 2XAA BT01 NOT INCL.;LED CANDLE B/O H13D10 OFF WHITE BATTERY 2XAA BT01 NOT INCL.;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37297701.jpg;/37297701.jpg;/37297701.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;13;10;0;0;12;wax.;12,5 - 15 cm;off white;0;H13.D10.
372656;Default;Simple;base;Candle white amber light battery operated - h10xd7,5cm;Candle white amber light battery operated - h10xd7,5cm;Candle white amber light battery operated - h10xd7,5cm;Candle white amber light battery operated - h10xd7,5cm;Candle white amber light battery operated - h10xd7,5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37265601.jpg;/37265601.jpg;/37265601.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;10;7.5;0;0;24;wax.;10 - 12,5 cm;white;0;H10.D7.5.
1015596;Default;Simple;base;Tree gold 6led battery operated - h24xd6,5cm;Tree gold 6led battery operated - h24xd6,5cm;Tree gold 6led battery operated - h24xd6,5cm;Tree gold 6led battery operated - h24xd6,5cm;Tree gold 6led battery operated - h24xd6,5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/101559601.jpg;/101559601.jpg;/101559601.jpg;Christmas House;to be determined;Christmas tree;No;0;NULL;NULL;24;6.5;0;0;6;glass;20 - 25 cm;gold;0;H24.D6.5.
372661;Default;Simple;base;S3 CANDLE B/O H15D7.5 RED AMBER LIGHT REMOTE;S3 CANDLE B/O H15D7.5 RED AMBER LIGHT REMOTE;S3 CANDLE B/O H15D7.5 RED AMBER LIGHT REMOTE;S3 CANDLE B/O H15D7.5 RED AMBER LIGHT REMOTE;S3 CANDLE B/O H15D7.5 RED AMBER LIGHT REMOTE;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37266101.jpg;/37266101.jpg;/37266101.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;15;7.5;0;0;8;wax.;15 - 20 cm;red;0;H15.D7.5.
372652;Default;Simple;base;Candle white amber light battery operated - h10xd7,5cm;Candle white amber light battery operated - h10xd7,5cm;Candle white amber light battery operated - h10xd7,5cm;Candle white amber light battery operated - h10xd7,5cm;Candle white amber light battery operated - h10xd7,5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37265201.jpg;/37265201.jpg;/37265201.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;10;7.5;0;0;24;wax.;10 - 12,5 cm;white;0;H10.D7.5.
188374;Default;Simple;base;A2 SANTA SNOWMAN BALL B/O H25D13.5 RED;A2 SANTA SNOWMAN BALL B/O H25D13.5 RED;A2 SANTA SNOWMAN BALL B/O H25D13.5 RED;A2 SANTA SNOWMAN BALL B/O H25D13.5 RED;A2 SANTA SNOWMAN BALL B/O H25D13.5 RED;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/18837401.jpg;/18837401.jpg;/18837401.jpg;Christmas House;to be determined;Miscellaneous;No;0;NULL;NULL;25;13.5;0;0;4;ceramic;25 - 35 cm;red;0;H25.D13.5.
372975;Default;Simple;base;LED CANDLE B/O H17.5D8 OFF WHITE BATTERY 2XAA BT01 NOT INCL.;LED CANDLE B/O H17.5D8 OFF WHITE BATTERY 2XAA BT01 NOT INCL.;LED CANDLE B/O H17.5D8 OFF WHITE BATTERY 2XAA BT01 NOT INCL.;LED CANDLE B/O H17.5D8 OFF WHITE BATTERY 2XAA BT01 NOT INCL.;LED CANDLE B/O H17.5D8 OFF WHITE BATTERY 2XAA BT01 NOT INCL.;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37297501.jpg;/37297501.jpg;/37297501.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;17.5;8;0;0;12;wax.;15 - 20 cm;off white;0;H17.5.D8.
372666;Default;Simple;base;Candle red set of 3 amber light battery operated - h10xd5cm;Candle red set of 3 amber light battery operated - h10xd5cm;Candle red set of 3 amber light battery operated - h10xd5cm;Candle red set of 3 amber light battery operated - h10xd5cm;Candle red set of 3 amber light battery operated - h10xd5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37266601.jpg;/37266601.jpg;/37266601.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;10;5;0;0;12;wax.;10 - 12,5 cm;red;0;H10.D5.
372668;Default;Simple;base;Candle white set of 2 amber light BO - h28xd2,5cm;Candle white set of 2 amber light BO - h28xd2,5cm;Candle white set of 2 amber light BO - h28xd2,5cm;Candle white set of 2 amber light battery operated - h28xd2,5cm;Candle white set of 2 amber light battery operated - h28xd2,5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37266801.jpg;/37266801.jpg;/37266801.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;28;2.5;0;0;48;wax.;25 - 35 cm;white;0;H28.D2.5.
372649;Default;Simple;base;Candle red set of 4 amber light battery operated- h6,5xd5cm;Candle red set of 4 amber light battery operated- h6,5xd5cm;Candle red set of 4 amber light battery operated- h6,5xd5cm;Candle red set of 4 amber light battery operated - h6,5xd5cm;Candle red set of 4 amber light battery operated - h6,5xd5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37264901.jpg;/37264901.jpg;/37264901.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;6.5;5;0;0;36;wax.;<10 cm;red;0;H6.5.D5.
1019726;Default;Simple;base;Bottle silver 5 led battery operated - h30xd7,5cm;Bottle silver 5 led battery operated - h30xd7,5cm;Bottle silver 5 led battery operated - h30xd7,5cm;Bottle silver 5 led battery operated - h30xd7,5cm;Bottle silver 5 led battery operated - h30xd7,5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/101972601.jpg;/101972601.jpg;/101972601.jpg;Christmas House;to be determined;Christmas gift;No;0;NULL;NULL;30;7.5;0;0;24;glass;25 - 35 cm;silver;0;H30.D7.5.
372648;Default;Simple;base;Candle white set of 4 amber light battery operated-h6,5d5cm;Candle white set of 4 amber light battery operated-h6,5d5cm;Candle white set of 4 amber light battery operated-h6,5d5cm;Candle white set of 4 amber light battery operated - h6,5xd5cm;Candle white set of 4 amber light battery operated - h6,5xd5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37264801.jpg;/37264801.jpg;/37264801.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;6.5;5;0;0;36;wax.;<10 cm;white;0;H6.5.D5.
1019730;Default;Simple;base;Bottle grey 40 led battery operated - h54xd15cm;Bottle grey 40 led battery operated - h54xd15cm;Bottle grey 40 led battery operated - h54xd15cm;Bottle grey 40 led battery operated - h54xd15cm;Bottle grey 40 led battery operated - h54xd15cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/101973001.jpg;/101973001.jpg;/101973001.jpg;Christmas House;to be determined;Christmas gift;No;0;NULL;NULL;54;15;0;0;4;glass;35 - 60 cm;grey;0;H54.D15.
1019734;Default;Simple;base;Storagepot transparent 5 led battery operated - h14xd8cm;Storagepot transparent 5 led battery operated - h14xd8cm;Storagepot transparent 5 led battery operated - h14xd8cm;Storagepot transparent 5 led battery operated - h14xd8cm;Storagepot transparent 5 led battery operated - h14xd8cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/101973401.jpg;/101973401.jpg;/101973401.jpg;Christmas House;to be determined;Christmas gift;No;0;NULL;NULL;14;8;0;0;32;glass;12,5 - 15 cm;transparent;0;H14.D8.
372665;Default;Simple;base;Candle white set of 3 amber light battery operated-h10xd5cm;Candle white set of 3 amber light battery operated-h10xd5cm;Candle white set of 3 amber light battery operated-h10xd5cm;Candle white set of 3 amber light battery operated - h10xd5cm;Candle white set of 3 amber light battery operated - h10xd5cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/37266501.jpg;/37266501.jpg;/37266501.jpg;Mica Decorations;candle;Candle and tealights;No;0;NULL;NULL;10;5;0;0;12;wax.;10 - 12,5 cm;white;0;H10.D5.
1019729;Default;Simple;base;Bottle white 40 led battery operated - h54xd15cm;Bottle white 40 led battery operated - h54xd15cm;Bottle white 40 led battery operated - h54xd15cm;Bottle white 40 led battery operated - h54xd15cm;Bottle white 40 led battery operated - h54xd15cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/101972901.jpg;/101972901.jpg;/101972901.jpg;Christmas House;to be determined;Christmas gift;No;0;NULL;NULL;54;15;0;0;4;glass;35 - 60 cm;white;0;H54.D15.
1012601;Default;Simple;base;Candle led white snow amber light BO - h10xd8cm;Candle led white snow amber light BO - h10xd8cm;Candle led white snow amber light BO - h10xd8cm;Candle led white snow amber light BO - h10xd8cm;Candle led white snow amber light BO - h10xd8cm;Shop/Christmas lighting/Decorations lighting/Decorations lighting battery operated;/101260101.jpg;/101260101.jpg;/101260101.jpg;Mica Decorations;candle;;No;0;NULL;NULL;10;8;0;0;24;wax.;10 - 12,5 cm;white;0;H10.D8.
990025;Default;Simple;base;Displaystand  white 24 buckets - h151xd80cm;Displaystand  white 24 buckets - h151xd80cm;Displaystand  white 24 buckets - h151xd80cm;Displaystand  white 24 buckets - h151xd80cm;Displaystand  white 24 buckets - h151xd80cm;Shop/Marketing/Packing/Packing;/99002501.jpg;/99002501.jpg;/99002501.jpg;Mica Decorations;to be determined;Displaystand;No;0;NULL;NULL;151.1;78.7;0;63;1;metal;130 - 170 cm;white;0;H151.1.D78.7.
1052802;Default;Simple;base;Bottle glass 12 pieces - h3xd2cm;Bottle glass 12 pieces - h3xd2cm;Bottle glass 12 pieces - h3xd2cm;Bottle glass 12 pieces - h3xd2cm;Bottle glass 12 pieces - h3xd2cm;Shop/Pottery & glassware/Glassware/Glassware others;/105280201.jpg;/105280201.jpg;/105280201.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;3;2;0;0;12;glass;<10 cm;transparent;0;H3.D2.
1028372;Default;Simple;base;Tusca pot round 2 assorted PDQ - h17xd13,5cm;Tusca pot round 2 assorted PDQ - h17xd13,5cm;Tusca pot round 2 assorted PDQ - h17xd13,5cm;Tusca pot round 2 assorted PDQ - h17xd13,5cm;Tusca pot round 2 assorted PDQ - h17xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/102837201.jpg;/102837201.jpg;/102837201.jpg;Mica Decorations;pdq;Tusca;No;0;NULL;NULL;17;13.5;0;0;140;ceramic;15 - 20 cm;white;0;H17.D13.5.
1004485;Default;Simple;base;Jurre hurricane light transparent - h34,5xd15cm;Jurre hurricane light transparent - h34,5xd15cm;Jurre hurricane light transparent - h34,5xd15cm;Jurre hurricane light transparent - h34,5xd15cm;Jurre hurricane light transparent - h34,5xd15cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/100448501.jpg;/100448501.jpg;/100448501.jpg;Mica Decorations;to be determined;Jurre;No;0;NULL;NULL;34.5;15;0;0;6;glass;25 - 35 cm;transparent;0;H34.5.D15.
1004546;Default;Simple;base;Hurricane light grey - h20xd10cm;Hurricane light grey - h20xd10cm;Hurricane light grey - h20xd10cm;Hurricane light grey - h20xd10cm;Hurricane light grey - h20xd10cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/100454601.jpg;/100454601.jpg;/100454601.jpg;Mica Decorations;to be determined;Glass series;No;0;NULL;NULL;20;10;0;0;12;glass;20 - 25 cm;grey;0;H20.D10.
1001674;Default;Simple;base;Lago hanging pot round grey - h18xd20,5cm;Lago hanging pot round grey - h18xd20,5cm;Lago hanging pot round grey - h18xd20,5cm;Lago hanging pot round grey - h18xd20,5cm;Lago hanging pot round grey - h18xd20,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/100167401.jpg;/100167401.jpg;/100167401.jpg;Mica Decorations;hanging pot;Lago;No;0;NULL;NULL;18;20.5;0;0;4;ceramic;15 - 20 cm;grey;0;H18.D20.5.
1021620;Default;Simple;base;Jille pot round white 2 assorted mixpallet - h50xd45cm;Jille pot round white 2 assorted mixpallet - h50xd45cm;Jille pot round white 2 assorted mixpallet - h50xd45cm;Jille pot round white 2 assorted mixpallet - h50xd45cm;Jille pot round white 2 assorted mixpallet - h50xd45cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/102162001.jpg;/102162001.jpg;/102162001.jpg;Mica Decorations;pot;Jille;No;0;NULL;NULL;50;45;0;0;1;sand-cement;35 - 60 cm;white;0;H50.D45.
1021634;Default;Simple;base;Jasper pot round terra 2 assorted mixpallet - h50xd45cm;Jasper pot round terra 2 assorted mixpallet - h50xd45cm;Jasper pot round terra 2 assorted mixpallet - h50xd45cm;Jasper pot round terra 2 assorted mixpallet - h50xd45cm;Jasper pot round terra 2 assorted mixpallet - h50xd45cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/102163401.jpg;/102163401.jpg;/102163401.jpg;Mica Decorations;pot;Jasper;No;0;NULL;NULL;50;45;0;0;1;sand-cement;35 - 60 cm;terra;0;H50.D45.
1022831;Default;Simple;base;Lantern black - h15,5xd8cm;Lantern black - h15,5xd8cm;Lantern black - h15,5xd8cm;Lantern black - h15,5xd8cm;Lantern black - h15,5xd8cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/102283101.jpg;/102283101.jpg;/102283101.jpg;Mica Decorations;to be determined;Metal Series;No;0;NULL;NULL;15.5;8;0;0;12;iron;15 - 20 cm;black;0;H15.5.D8.
1023542;Default;Simple;base;Brazil lamp hanging copper antique - h120xd22cm;Brazil lamp hanging copper antique - h120xd22cm;Brazil lamp hanging copper antique - h120xd22cm;Brazil lamp hanging copper antique - h120xd22cm;Brazil lamp hanging copper antique - h120xd22cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/102354201.jpg;/102354201.jpg;/102354201.jpg;Mica Decorations;Hanging lamp;Brazil;No;0;NULL;NULL;120;22;0;0;1;glass;90 - 130 cm;copper;0;H120.D22.
1019098;Default;Simple;base;Tusca pot hanging taupe - h17xd22,5cm;Tusca pot hanging taupe - h17xd22,5cm;Tusca pot hanging taupe - h17xd22,5cm;Tusca pot hanging taupe - h17xd22,5cm;Tusca pot hanging taupe - h17xd22,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/101909801.jpg;/101909801.jpg;/101909801.jpg;Mica Decorations;pot;Tusca;No;0;NULL;NULL;17;22.5;0;0;2;ceramic;15 - 20 cm;taupe;0;H17.D22.5.
1027789;Default;Simple;base;Tusca pot round white pink marsala 4 ass PDQ - h12xd9,9cm;Tusca pot round white pink marsala 4 ass PDQ - h12xd9,9cm;Tusca pot round white pink marsala 4 ass PDQ - h12xd9,9cm;Tusca pot round white pink marsala 4 assorted PDQ - h12xd9,9cm;Tusca pot round white pink marsala 4 assorted PDQ - h12xd9,9cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/102778901.jpg;/102778901.jpg;/102778901.jpg;Mica Decorations;pdq;Tusca;No;0;NULL;NULL;12;9.9;0;0;48;ceramic;10 - 12,5 cm;white;0;H12.D9.9.
1024934;Default;Simple;base;Lion hurricane light blue - h15xd16,5cm;Lion hurricane light blue - h15xd16,5cm;Lion hurricane light blue - h15xd16,5cm;Lion hurricane light blue - h15xd16,5cm;Lion hurricane light blue - h15xd16,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/102493401.jpg;/102493401.jpg;/102493401.jpg;Mica Decorations;to be determined;Lion;No;0;NULL;NULL;15;16.5;0;0;12;glass;15 - 20 cm;blue;0;H15.D16.5.
1052803;Default;Simple;base;Bottle glass 12 pieces - h3xd2cm;Bottle glass 12 pieces - h3xd2cm;Bottle glass 12 pieces - h3xd2cm;Bottle glass 12 pieces - h3xd2cm;Bottle glass 12 pieces - h3xd2cm;Shop/Pottery & glassware/Glassware/Glassware others;/105280301.jpg;/105280301.jpg;/105280301.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;3;2;0;0;12;glass;<10 cm;transparent;0;H3.D2.
1006558;Default;Simple;base;Stef tray round white - h2xd25,5cm;Stef tray round white - h2xd25,5cm;Stef tray round white - h2xd25,5cm;Stef tray round white - h2xd25,5cm;Stef tray round white - h2xd25,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor trays;/100655801.jpg;/100655801.jpg;/100655801.jpg;Mica Decorations;tray;Stef;Yes;0;NULL;NULL;2;25.5;0;544;8;ceramic;<10 cm;white;0;H2.D25.5.
1049402;Default;Simple;base;Hector hurricane light green - h11xd11cm;Hector hurricane light green - h11xd11cm;Hector hurricane light green - h11xd11cm;Hector hurricane light green - h11xd11cm;Hector hurricane light green - h11xd11cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104940201.jpg;/104940201.jpg;/104940201.jpg;Mica Decorations;to be determined;Hector;No;0;NULL;NULL;11;11;0;0;24;metal;10 - 12,5 cm;green;0;H11.D11.
1049409;Default;Simple;base;Yoshe vase hanging l. green - h22xd8cm;Yoshe vase hanging l. green - h22xd8cm;Yoshe vase hanging l. green - h22xd8cm;Yoshe vase hanging l. green - h22xd8cm;Yoshe vase hanging l. green - h22xd8cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/104940901.jpg;/104940901.jpg;/104940901.jpg;Mica Decorations;to be determined;Yoshe;No;0;NULL;NULL;22;8;0;1000;24;bamboo;20 - 25 cm;l.green;0;H22.D8.
1049920;Default;Simple;base;Placemat l. brown - h1,5xd38cm;Placemat l. brown - h1,5xd38cm;Placemat l. brown - h1,5xd38cm;Placemat l. brown - h1,5xd38cm;Placemat l. brown - h1,5xd38cm;Shop/Home accessories/Tableware/Tableware accessoires;/104992001.jpg;/104992001.jpg;/104992001.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;1.5;38;0;0;20;maizeleaf;<10 cm;l.brown;0;H1.5.D38.
1050290;Default;Simple;base;Boris ceiling lamp black - h33xd43cm;Boris ceiling lamp black - h33xd43cm;Boris ceiling lamp black - h33xd43cm;Boris ceiling lamp black - h33xd43cm;Boris ceiling lamp black - h33xd43cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/105029001.jpg;/105029001.jpg;/105029001.jpg;Mica Decorations;to be determined;Boris;No;0;NULL;NULL;33;43;0;0;2;bamboo;25 - 35 cm;black;0;H33.D43.
1051475;Default;Simple;base;Bick lantern anthracite - h49xd16,5cm;Bick lantern anthracite - h49xd16,5cm;Bick lantern anthracite - h49xd16,5cm;Bick lantern anthracite - h49xd16,5cm;Bick lantern anthracite - h49xd16,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/105147501.jpg;/105147501.jpg;/105147501.jpg;Mica Decorations;to be determined;Bick;No;0;NULL;NULL;49;16.5;0;0;2;metal;35 - 60 cm;anthracite;0;H49.D16.5.
1032386;Default;Simple;base;Camino hanging lamp white - h50xd31cm;Camino hanging lamp white - h50xd31cm;Camino hanging lamp white - h50xd31cm;Camino hanging lamp white - h50xd31cm;Camino hanging lamp white - h50xd31cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/103238601.jpg;/103238601.jpg;/103238601.jpg;Mica Decorations;to be determined;Camino;No;0;NULL;NULL;50;31;0;0;4;willow;35 - 60 cm;white;0;H50.D31.
1034586;Default;Simple;base;Pot hanging gold - h40xd15cm;Pot hanging gold - h40xd15cm;Pot hanging gold - h40xd15cm;Pot hanging gold - h40xd15cm;Pot hanging gold - h40xd15cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/103458601.jpg;/103458601.jpg;/103458601.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;40;15;0;0;4;iron;35 - 60 cm;gold;0;H40.D15.
1039296;Default;Simple;base;Hurricane light green - h25xd22cm;Hurricane light green - h25xd22cm;Hurricane light green - h25xd22cm;Hurricane light green - h25xd22cm;Hurricane light green - h25xd22cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103929601.jpg;/103929601.jpg;/103929601.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;25;22;0;0;4;willow;25 - 35 cm;green;0;H25.D22.
1039779;Default;Simple;base;Pot cactus l. green green 2 assorted - h18xd22cm;Pot cactus l. green green 2 assorted - h18xd22cm;Pot cactus l. green green 2 assorted - h18xd22cm;Pot cactus l. green green 2 assorted - h18xd22cm;Pot cactus l. green green 2 assorted - h18xd22cm;Shop/Pottery & glassware/Glassware/Glassware others;/103977901.jpg;/103977901.jpg;/103977901.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;18;22;0;0;4;glass;15 - 20 cm;green;0;H18.D22.
1046906;Default;Simple;base;Holly plate bamboo grey - h2xd30cm;Holly plate bamboo grey - h2xd30cm;Holly plate bamboo grey - h2xd30cm;Holly plate bamboo grey - h2xd30cm;Holly plate bamboo grey - h2xd30cm;Shop/Home accessories/Tableware/Plates;/104690601.jpg;/104690601.jpg;/104690601.jpg;Mica Decorations;to be determined;Holly;No;0;NULL;NULL;2;30;0;0;6;bamboo;<10 cm;grey;0;H2.D30.
1050206;Default;Simple;base;Lorens hurricane light glass d. grey - h19,5xd15cm;Lorens hurricane light glass d. grey - h19,5xd15cm;Lorens hurricane light glass d. grey - h19,5xd15cm;Lorens hurricane light glass d. grey - h19,5xd15cm;Lorens hurricane light glass d. grey - h19,5xd15cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/105020601.jpg;/105020601.jpg;/105020601.jpg;Mica Decorations;to be determined;Lorens;No;0;NULL;NULL;19.5;15;0;0;6;glass;15 - 20 cm;d.grey;0;H19.5.D15.
1051224;Default;Simple;base;Fresco cover glass - h19xd19cm;Fresco cover glass - h19xd19cm;Fresco cover glass - h19xd19cm;Fresco cover glass - h19xd19cm;Fresco cover glass - h19xd19cm;Shop/Pottery & glassware/Glassware/Glassware others;/105122401.jpg;/105122401.jpg;/105122401.jpg;Mica Decorations;cover glass;Fresco;No;0;NULL;NULL;19;19;0;0;4;glass;15 - 20 cm;transparent;0;H19.D19.
1051421;Default;Simple;base;Lennart hanging lamp l. grey - h41xd36cm;Lennart hanging lamp l. grey - h41xd36cm;Lennart hanging lamp l. grey - h41xd36cm;Lennart hanging lamp l. grey - h41xd36cm;Lennart hanging lamp l. grey - h41xd36cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/105142101.jpg;/105142101.jpg;/105142101.jpg;Mica Decorations;Hanging lamp;Lennart;No;0;NULL;NULL;41;36;0;0;2;iron;35 - 60 cm;l.grey;0;H41.D36.
1051592;Default;Simple;base;Tusca pot round 5 assorted pdq - h17xd13,5cm;Tusca pot round 5 assorted pdq - h17xd13,5cm;Tusca pot round 5 assorted pdq - h17xd13,5cm;Tusca pot round 5 assorted  pdq - h17xd13,5cm;Tusca pot round 5 assorted  pdq - h17xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/105159201.jpg;/105159201.jpg;/105159201.jpg;Mica Decorations;pot;Tusca;No;0;NULL;NULL;17;13.5;0;0;140;ceramic;15 - 20 cm;l.pink;0;H17.D13.5.
124973;Default;Simple;base;Deco glass hanging transparent - h25xd8cm;Deco glass hanging transparent - h25xd8cm;Deco glass hanging transparent - h25xd8cm;Deco glass hanging transparent - h25xd8cm;Deco glass hanging transparent - h25xd8cm;Shop/Pottery & glassware/Glassware/Glassware others;/12497301.jpg;/12497301.jpg;/12497301.jpg;Mica Decorations;deco glass;Glass deco vases;Yes;0;NULL;NULL;25;8;0;702;12;glass;25 - 35 cm;transparent;0;H25.D8.
220894;Default;Simple;base;Deco glass drop transparent - h20xd9,5cm;Deco glass drop transparent - h20xd9,5cm;Deco glass drop transparent - h20xd9,5cm;Deco glass drop transparent - h20xd9,5cm;Deco glass drop transparent - h20xd9,5cm;Shop/Pottery & glassware/Glassware/Glassware others;/22089401.jpg;/22089401.jpg;/22089401.jpg;Mica Decorations;deco glass;Glass deco vases;Yes;0;NULL;NULL;20;9.5;0;1158;24;glass;20 - 25 cm;transparent;0;H20.D9.5.
1047238;Default;Simple;base;Ludo pot round 5 assorted pdq - h13,5xd13cm;Ludo pot round 5 assorted pdq - h13,5xd13cm;Ludo pot round 5 assorted pdq - h13,5xd13cm;Ludo pot round 5 assorted pdq - h13,5xd13cm;Ludo pot round 5 assorted pdq - h13,5xd13cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/104723801.jpg;/104723801.jpg;/104723801.jpg;Mica Decorations;pot;Ludo;No;0;NULL;NULL;13.5;13;0;0;140;ceramic;12,5 - 15 cm;d.brown;0;H13.5.D13.
1047388;Default;Simple;base;Mink storagepot off white - h17xd16cm;Mink storagepot off white - h17xd16cm;Mink storagepot off white - h17xd16cm;Mink storagepot off white - h17xd16cm;Mink storagepot off white - h17xd16cm;Shop/Home accessories/Organization/Storageboxes;/104738801.jpg;/104738801.jpg;/104738801.jpg;Mica Decorations;to be determined;Mink;No;0;NULL;NULL;17;16;0;0;4;ceramic;15 - 20 cm;off white;0;H17.D16.
