sku;attribute_set_code;product_type;product_websites;name;meta_title;meta_description;description;short_description;categories;image;small_image;thumbnail;ed_brand;ed_type;ed_model;ed_essentials;price;length;width;height;diameter;weight;qty;min_sale_qty;ed_fmat;ed_fheig;ed_color;discount_percentage;config_size
703246;Default;Simple;base;Vera pot round white - h25xd25cm;Vera pot round white - h25xd25cm;Vera pot round white - h25xd25cm;Vera pot round white - h25xd25cm;Vera pot round white - h25xd25cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/70324601.jpg;/70324601.jpg;/70324601.jpg;Mica Decorations;pot;Vera;Yes;0;NULL;NULL;25;25;0;532;4;terracotta;25 - 35 cm;white;0;H25.D25.
1024069;Default;Simple;base;Carafe transparent - h25xd9,5cm;Carafe transparent - h25xd9,5cm;Carafe transparent - h25xd9,5cm;Carafe transparent - h25xd9,5cm;Carafe transparent - h25xd9,5cm;Shop/Home accessories/Tableware/Glass;/102406901.jpg;/102406901.jpg;/102406901.jpg;Mica Decorations;to be determined;Miscellaneous;No;0;NULL;NULL;25;9.5;0;207;9;glass;25 - 35 cm;transparent;0;H25.D9.5.
1024189;Default;Simple;base;Ingmar pot green shiny - h19xd19cm;Ingmar pot green shiny - h19xd19cm;Ingmar pot green shiny - h19xd19cm;Ingmar pot green shiny - h19xd19cm;Ingmar pot green shiny - h19xd19cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/102418901.jpg;/102418901.jpg;/102418901.jpg;Mica Decorations;pot;Ingmar;Yes;0;NULL;NULL;19;19;0;736;4;terracotta;15 - 20 cm;green;0;H19.D19.
1024203;Default;Simple;base;Siggy pot grey - h13xd14cm;Siggy pot grey - h13xd14cm;Siggy pot grey - h13xd14cm;Siggy pot grey - h13xd14cm;Siggy pot grey - h13xd14cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/102420301.jpg;/102420301.jpg;/102420301.jpg;Mica Decorations;pot;Siggy;Yes;0;NULL;NULL;13;14;0;1860;12;terracotta;12,5 - 15 cm;grey;0;H13.D14.
1041296;Default;Simple;base;Lance pot round fuchsia - h10xd11cm;Lance pot round fuchsia - h10xd11cm;Lance pot round fuchsia - h10xd11cm;Lance pot round fuchsia - h10xd11cm;Lance pot round fuchsia - h10xd11cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/104129601.jpg;/104129601.jpg;/104129601.jpg;Mica Decorations;pot;Lance;No;0;NULL;NULL;10;11;0;0;18;ceramic;10 - 12,5 cm;fuchsia;0;H10.D11.
1041343;Default;Simple;base;Saul pot round white - h18,5xd23cm;Saul pot round white - h18,5xd23cm;Saul pot round white - h18,5xd23cm;Saul pot round white - h18,5xd23cm;Saul pot round white - h18,5xd23cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/104134301.jpg;/104134301.jpg;/104134301.jpg;Mica Decorations;pot;Saul;No;0;NULL;NULL;18.5;23;0;0;4;ceramic;15 - 20 cm;white;0;H18.5.D23.
1036545;Default;Simple;base;Tierra pot round taupe set of 2 - h41xd37cm;Tierra pot round taupe set of 2 - h41xd37cm;Tierra pot round taupe set of 2 - h41xd37cm;Tierra pot round taupe set of 2 - h41xd37cm;Tierra pot round taupe set of 2 - h41xd37cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;/103654501.jpg;/103654501.jpg;/103654501.jpg;Mica Decorations;pot;Tierra;No;0;NULL;NULL;41;37;0;0;12;sand-cement;35 - 60 cm;taupe;0;H41.D37.
1037810;Default;Simple;base;Kasper pot round off white - h28xd29,5cm;Kasper pot round off white - h28xd29,5cm;Kasper pot round off white - h28xd29,5cm;Kasper pot round off white - h28xd29,5cm;Kasper pot round off white - h28xd29,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/103781001.jpg;/103781001.jpg;/103781001.jpg;Mica Decorations;pot;Kasper;No;0;NULL;NULL;28;29.5;0;0;2;terracotta;25 - 35 cm;off white;0;H28.D29.5.
1032152;Default;Simple;base;Scented candle off white vanilla pdq - h3xd6cm;Scented candle off white vanilla pdq - h3xd6cm;Scented candle off white vanilla pdq - h3xd6cm;Scented candle off white vanilla pdq - h3xd6cm;Scented candle off white vanilla pdq - h3xd6cm;Shop/Home accessories/Room accents/Room accents others;/103215201.jpg;/103215201.jpg;/103215201.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;3;6;0;0;48;wax.;<10 cm;off white;0;H3.D6.
1032158;Default;Simple;base;Scented candle green green apple pdq - h3xd6cm;Scented candle green green apple pdq - h3xd6cm;Scented candle green green apple pdq - h3xd6cm;Scented candle green green apple pdq - h3xd6cm;Scented candle green green apple pdq - h3xd6cm;Shop/Home accessories/Room accents/Room accents others;/103215801.jpg;/103215801.jpg;/103215801.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;3;6;0;0;48;wax.;<10 cm;green;0;H3.D6.
1051608;Default;Simple;base;Tusca pot round d. green - h18,5xd19,5cm;Tusca pot round d. green - h18,5xd19,5cm;Tusca pot round d. green - h18,5xd19,5cm;Tusca pot round d. green - h18,5xd19,5cm;Tusca pot round d. green - h18,5xd19,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105160801.jpg;/105160801.jpg;/105160801.jpg;Mica Decorations;pot;Tusca;No;0;NULL;NULL;18.5;19.5;0;20;8;ceramic;15 - 20 cm;d.green;0;H18.5.D19.5.
1051626;Default;Simple;base;Era pot round l. grey - h10xd12cm;Era pot round l. grey - h10xd12cm;Era pot round l. grey - h10xd12cm;Era pot round l. grey - h10xd12cm;Era pot round l. grey - h10xd12cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105162601.jpg;/105162601.jpg;/105162601.jpg;Mica Decorations;pot;Era;No;0;NULL;NULL;10;12;0;0;18;ceramic;10 - 12,5 cm;l.grey;0;H10.D12.
149733;Default;Simple;base;Lidy pot round green - h13xd15,5cm;Lidy pot round green - h13xd15,5cm;Lidy pot round green - h13xd15,5cm;Lidy pot round green - h13xd15,5cm;Lidy pot round green - h13xd15,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14973301.jpg;/14973301.jpg;/14973301.jpg;Mica Decorations;pot;Lidy;Yes;0;NULL;NULL;13;15.5;0;220;5;ceramic;12,5 - 15 cm;green;0;H13.D15.5.
143136;Default;Simple;base;Elsie pot round anthracite - h19xd19cm;Elsie pot round anthracite - h19xd19cm;Elsie pot round anthracite - h19xd19cm;Elsie pot round anthracite - h19xd19cm;Elsie pot round anthracite - h19xd19cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14313601.jpg;/14313601.jpg;/14313601.jpg;Mica Decorations;pot;Elsie;Yes;0;NULL;NULL;19;19;0;840;4;terracotta;15 - 20 cm;anthracite;0;H19.D19.
143412;Default;Simple;base;POT ROUND LLOYD H22D21 OFF WHITE;POT ROUND LLOYD H22D21 OFF WHITE;POT ROUND LLOYD H22D21 OFF WHITE;LLOYD POT ROUND;LLOYD POT ROUND;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14341201.jpg;/14341201.jpg;/14341201.jpg;Mica Decorations;pot;Lloyd;Yes;0;NULL;NULL;22;21;0;0;4;terracotta;20 - 25 cm;off white;0;H22.D21.
144082;Default;Simple;base;Era pot round red - h12,5xd13,5cm;Era pot round red - h12,5xd13,5cm;Era pot round red - h12,5xd13,5cm;Era pot round red - h12,5xd13,5cm;Era pot round red - h12,5xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14408201.jpg;/14408201.jpg;/14408201.jpg;Mica Decorations;pot;Era;Yes;0;NULL;NULL;12.5;13.5;0;522;6;ceramic;12,5 - 15 cm;red;0;H12.5.D13.5.
144273;Default;Simple;base;Tusca pot round black matt - h11xd12cm;Tusca pot round black matt - h11xd12cm;Tusca pot round black matt - h11xd12cm;Tusca pot round black matt - h11xd12cm;Tusca pot round black matt - h11xd12cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14427301.jpg;/14427301.jpg;/14427301.jpg;Mica Decorations;pot;Tusca;Yes;0;NULL;NULL;11;12;0;1134;9;ceramic;10 - 12,5 cm;black;0;H11.D12.
144281;Default;Simple;base;Tusca pot round black matt - h28,5xd31cm;Tusca pot round black matt - h28,5xd31cm;Tusca pot round black matt - h28,5xd31cm;Tusca pot round black matt - h28,5xd31cm;Tusca pot round black matt - h28,5xd31cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14428101.jpg;/14428101.jpg;/14428101.jpg;Mica Decorations;pot;Tusca;Yes;0;NULL;NULL;28.5;31;0;132;2;ceramic;25 - 35 cm;black;0;H28.5.D31.
144691;Default;Simple;base;Tusca pot round white - h28,5xd31cm;Tusca pot round white - h28,5xd31cm;Tusca pot round white - h28,5xd31cm;Tusca pot round white - h28,5xd31cm;Tusca pot round white - h28,5xd31cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14469101.jpg;/14469101.jpg;/14469101.jpg;Mica Decorations;pot;Tusca;Yes;0;NULL;NULL;28.5;31;0;47;2;ceramic;25 - 35 cm;white;0;H28.5.D31.
144708;Default;Simple;base;Tusca pot round cream - h20xd22,5cm;Tusca pot round cream - h20xd22,5cm;Tusca pot round cream - h20xd22,5cm;Tusca pot round cream - h20xd22,5cm;Tusca pot round cream - h20xd22,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14470801.jpg;/14470801.jpg;/14470801.jpg;Mica Decorations;pot;Tusca;Yes;0;NULL;NULL;20;22.5;0;2;4;ceramic;20 - 25 cm;cream;0;H20.D22.5.
144804;Default;Simple;base;Tusca pot round d. red - h13xd13,5cm;Tusca pot round d. red - h13xd13,5cm;Tusca pot round d. red - h13xd13,5cm;Tusca pot round d. red - h13xd13,5cm;Tusca pot round d. red - h13xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14480401.jpg;/14480401.jpg;/14480401.jpg;Mica Decorations;pot;Tusca;Yes;0;NULL;NULL;13;13.5;0;1487;6;ceramic;12,5 - 15 cm;d.red;0;H13.D13.5.
144875;Default;Simple;base;Tusca pot round fuchsia - h18,5xd19,5cm;Tusca pot round fuchsia - h18,5xd19,5cm;Tusca pot round fuchsia - h18,5xd19,5cm;Tusca pot round fuchsia - h18,5xd19,5cm;Tusca pot round fuchsia - h18,5xd19,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14487501.jpg;/14487501.jpg;/14487501.jpg;Mica Decorations;pot;Tusca;Yes;0;NULL;NULL;18.5;19.5;0;852;4;ceramic;15 - 20 cm;fuchsia;0;H18.5.D19.5.
145114;Default;Simple;base;Stan pot round terra antique - h17xd20cm;Stan pot round terra antique - h17xd20cm;Stan pot round terra antique - h17xd20cm;Stan pot round terra antique - h17xd20cm;Stan pot round terra antique - h17xd20cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;/14511401.jpg;/14511401.jpg;/14511401.jpg;Mica Decorations;pot;Stan;Yes;0;NULL;NULL;17;20;0;6408;16;terracotta;15 - 20 cm;terra;0;H17.D20.
1045031;Default;Simple;base;Ava hanging lamp gold E27 switch and plug- h150xd4,5cm;Ava hanging lamp gold E27 switch and plug- h150xd4,5cm;Ava hanging lamp gold E27 switch and plug- h150xd4,5cm;Ava hanging lamp gold E27 with plug and switch - h150xd4,5cm;Ava hanging lamp gold E27 with plug and switch - h150xd4,5cm;Shop/Home accessories/Lamps & lighting/Lamp cords;/104503101.jpg;/104503101.jpg;/104503101.jpg;Mica Decorations;Hanging lamp;Ava;No;0;NULL;NULL;150;4.5;0;0;12;plastic;130 - 170 cm;gold;0;H150.D4.5.
1039482;Default;Simple;base;Atlantic basket l. brown set of 3 - h16xd16cm;Atlantic basket l. brown set of 3 - h16xd16cm;Atlantic basket l. brown set of 3 - h16xd16cm;Atlantic basket l. brown set of 3 - h16xd16cm;Atlantic basket l. brown set of 3 - h16xd16cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/103948201.jpg;/103948201.jpg;/103948201.jpg;Mica Decorations;to be determined;Atlantic;No;0;NULL;NULL;16;16;0;0;18;seagrass;15 - 20 cm;l.brown;0;H16.D16.
1039526;Default;Simple;base;Basket round green set of 3 - h25xd35cm;Basket round green set of 3 - h25xd35cm;Basket round green set of 3 - h25xd35cm;Basket round green set of 3 - h25xd35cm;Basket round green set of 3 - h25xd35cm;Shop/Home accessories/Organization/Baskets;/103952601.jpg;/103952601.jpg;/103952601.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;25;35;0;0;4;seagrass;25 - 35 cm;green;0;H25.D35.
1052190;Default;Simple;base;Pyke pot round anthracite - h18xd18cm;Pyke pot round anthracite - h18xd18cm;Pyke pot round anthracite - h18xd18cm;Pyke pot round anthracite - h18xd18cm;Pyke pot round anthracite - h18xd18cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105219001.jpg;/105219001.jpg;/105219001.jpg;Mica Decorations;pot;Pyke;No;0;NULL;NULL;18;18;0;0;4;terracotta;15 - 20 cm;anthracite;0;H18.D18.
1052989;Default;Simple;base;Mira pot round l. grey - h29xd31cm;Mira pot round l. grey - h29xd31cm;Mira pot round l. grey - h29xd31cm;Mira pot round l. grey - h29xd31cm;Mira pot round l. grey - h29xd31cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105298901.jpg;/105298901.jpg;/105298901.jpg;Mica Decorations;pot;Mira;Yes;0;NULL;NULL;29;31;0;212;3;terracotta;25 - 35 cm;l.grey;0;H29.D31.
1052993;Default;Simple;base;Mira pot round d. brown - h15xd18cm;Mira pot round d. brown - h15xd18cm;Mira pot round d. brown - h15xd18cm;Mira pot round d. brown - h15xd18cm;Mira pot round d. brown - h15xd18cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105299301.jpg;/105299301.jpg;/105299301.jpg;Mica Decorations;pot;Mira;Yes;0;NULL;NULL;15;18;0;196;8;terracotta;15 - 20 cm;d.brown;0;H15.D18.
1053013;Default;Simple;base;Mira pot round d. green - h29xd31cm;Mira pot round d. green - h29xd31cm;Mira pot round d. green - h29xd31cm;Mira pot round d. green - h29xd31cm;Mira pot round d. green - h29xd31cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105301301.jpg;/105301301.jpg;/105301301.jpg;Mica Decorations;pot;Mira;Yes;0;NULL;NULL;29;31;0;89;3;terracotta;25 - 35 cm;d.green;0;H29.D31.
1053020;Default;Simple;base;Mira pot round terra - h25xd27cm;Mira pot round terra - h25xd27cm;Mira pot round terra - h25xd27cm;Mira pot round terra - h25xd27cm;Mira pot round terra - h25xd27cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105302001.jpg;/105302001.jpg;/105302001.jpg;Mica Decorations;pot;Mira;Yes;0;NULL;NULL;25;27;0;170;4;terracotta;25 - 35 cm;terra;0;H25.D27.
1053194;Default;Simple;base;Hella plate wood white h1.8d23.5;Hella plate wood white h1.8d23.5;Hella plate wood white h1.8d23.5;Hella plate wood white h1.8d23.5;Hella plate wood white h1.8d23.5;Shop/Home accessories/Room accents/Room accents others;/105319401.jpg;/105319401.jpg;/105319401.jpg;Mica Decorations;to be determined;Hela;No;0;NULL;NULL;1.8;23.5;0;0;24;wood;<10 cm;white;0;H1.8.D23.5.
114665;Default;Simple;base;Norman pot round grey - h15,5xd18,5cm;Norman pot round grey - h15,5xd18,5cm;Norman pot round grey - h15,5xd18,5cm;Norman pot round grey - h15,5xd18,5cm;Norman pot round grey - h15,5xd18,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/11466501.jpg;/11466501.jpg;/11466501.jpg;Mica Decorations;pot;Norman;Yes;0;NULL;NULL;15.5;18.5;0;0;4;terracotta;15 - 20 cm;grey;0;H15.5.D18.5.
118568;Default;Simple;base;Kyan pot round d. grey - h21,5xd21cm;Kyan pot round d. grey - h21,5xd21cm;Kyan pot round d. grey - h21,5xd21cm;Kyan pot round d. grey - h21,5xd21cm;Kyan pot round d. grey - h21,5xd21cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/11856801.jpg;/11856801.jpg;/11856801.jpg;Mica Decorations;pot;Kyan;Yes;0;NULL;NULL;21.5;21;0;58;2;cement;20 - 25 cm;d.grey;0;H21.5.D21.
1049447;Default;Simple;base;Darcia pot hanging off white - h74xd17cm;Darcia pot hanging off white - h74xd17cm;Darcia pot hanging off white - h74xd17cm;Darcia pot hanging off white - h74xd17cm;Darcia pot hanging off white - h74xd17cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/104944701.jpg;/104944701.jpg;/104944701.jpg;Mica Decorations;to be determined;Darcia;No;0;NULL;NULL;74;17;0;0;12;canvas;60 - 90 cm;off white;0;H74.D17.
1049453;Default;Simple;base;Darcia pot hanging black set of 3 - h18xd17cm;Darcia pot hanging black set of 3 - h18xd17cm;Darcia pot hanging black set of 3 - h18xd17cm;Darcia pot hanging black set of 3 - h18xd17cm;Darcia pot hanging black set of 3 - h18xd17cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/104945301.jpg;/104945301.jpg;/104945301.jpg;Mica Decorations;to be determined;Darcia;No;0;NULL;NULL;18;17;0;0;12;canvas;15 - 20 cm;black;0;H18.D17.
243153;Default;Simple;base;Gem pot round white matt - h23,5xd28,5cm;Gem pot round white matt - h23,5xd28,5cm;Gem pot round white matt - h23,5xd28,5cm;Gem pot round white matt - h23,5xd28,5cm;Gem pot round white matt - h23,5xd28,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/24315301.jpg;/24315301.jpg;/24315301.jpg;Mica Decorations;pot;Gem;Yes;0;NULL;NULL;23.5;28.5;0;360;4;ceramic;20 - 25 cm;white;0;H23.5.D28.5.
241245;Default;Simple;base;Vera pot round terra concrete - h13,5xd14,5cm;Vera pot round terra concrete - h13,5xd14,5cm;Vera pot round terra concrete - h13,5xd14,5cm;Vera pot round terra concrete - h13,5xd14,5cm;Vera pot round terra concrete - h13,5xd14,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/24124501.jpg;/24124501.jpg;/24124501.jpg;Mica Decorations;pot;Vera;Yes;0;NULL;NULL;13.5;14.5;0;0;6;terracotta;12,5 - 15 cm;terra;0;H13.5.D14.5.
241250;Default;Simple;base;Vera pot round terra concrete ES25 - h35xd35cm;Vera pot round terra concrete ES25 - h35xd35cm;Vera pot round terra concrete ES25 - h35xd35cm;Vera pot round terra concrete ES25 - h35xd35cm;Vera pot round terra concrete ES25 - h35xd35cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/24125001.jpg;/24125001.jpg;/24125001.jpg;Mica Decorations;pot;Vera;Yes;0;NULL;NULL;35;35;0;0;2;terracotta;35 - 60 cm;terra;0;H35.D35.
1049388;Default;Simple;base;Hector pot round gold - h10xd12cm;Hector pot round gold - h10xd12cm;Hector pot round gold - h10xd12cm;Hector pot round gold - h10xd12cm;Hector pot round gold - h10xd12cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/104938801.jpg;/104938801.jpg;/104938801.jpg;Mica Decorations;to be determined;Hector;No;0;NULL;NULL;10;12;0;0;60;metal;10 - 12,5 cm;gold;0;H10.D12.
1050288;Default;Simple;base;Boris table lamp grey - h59xd33cm;Boris table lamp grey - h59xd33cm;Boris table lamp grey - h59xd33cm;Boris table lamp grey - h59xd33cm;Boris table lamp grey - h59xd33cm;Shop/Home accessories/Lamps & lighting/Table lamps;/105028801.jpg;/105028801.jpg;/105028801.jpg;Mica Decorations;to be determined;Boris;No;0;NULL;NULL;59;33;0;0;2;bamboo;35 - 60 cm;grey;0;H59.D33.
149883;Default;Simple;base;Lidy pot round grey - h13xd15,5cm;Lidy pot round grey - h13xd15,5cm;Lidy pot round grey - h13xd15,5cm;Lidy pot round grey - h13xd15,5cm;Lidy pot round grey - h13xd15,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14988301.jpg;/14988301.jpg;/14988301.jpg;Mica Decorations;pot;Lidy;Yes;0;NULL;NULL;13;15.5;0;1405;5;ceramic;12,5 - 15 cm;grey;0;H13.D15.5.
149902;Default;Simple;base;Lidy pot round red - h8,5xd11cm;Lidy pot round red - h8,5xd11cm;Lidy pot round red - h8,5xd11cm;Lidy pot round red - h8,5xd11cm;Lidy pot round red - h8,5xd11cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14990201.jpg;/14990201.jpg;/14990201.jpg;Mica Decorations;pot;Lidy;Yes;0;NULL;NULL;8.5;11;0;336;12;ceramic;<10 cm;red;0;H8.5.D11.
144058;Default;Simple;base;Era pot round white - h31xd32,5cm;Era pot round white - h31xd32,5cm;Era pot round white - h31xd32,5cm;Era pot round white - h31xd32,5cm;Era pot round white - h31xd32,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14405801.jpg;/14405801.jpg;/14405801.jpg;Mica Decorations;pot;Era;Yes;0;NULL;NULL;31;32.5;0;126;2;ceramic;25 - 35 cm;white;0;H31.D32.5.
144300;Default;Simple;base;Tusca pot round taupe matt - h25xd28cm;Tusca pot round taupe matt - h25xd28cm;Tusca pot round taupe matt - h25xd28cm;Tusca pot round taupe matt - h25xd28cm;Tusca pot round taupe matt - h25xd28cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/14430001.jpg;/14430001.jpg;/14430001.jpg;Mica Decorations;pot;Tusca;Yes;0;NULL;NULL;25;28;0;181;2;ceramic;25 - 35 cm;taupe;0;H25.D28.
1041659;Default;Simple;base;Monet pot round beige - h25xd31,5cm;Monet pot round beige - h25xd31,5cm;Monet pot round beige - h25xd31,5cm;Monet pot round beige - h25xd31,5cm;Monet pot round beige - h25xd31,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/104165901.jpg;/104165901.jpg;/104165901.jpg;Mica Decorations;pot;Monet;Yes;0;NULL;NULL;25;31.5;0;198;2;ceramic;25 - 35 cm;beige;0;H25.D31.5.
1042266;Default;Simple;base;Basket black set of 3 - h43,5xd36cm;Basket black set of 3 - h43,5xd36cm;Basket black set of 3 - h43,5xd36cm;Basket black set of 3 - h43,5xd36cm;Basket black set of 3 - h43,5xd36cm;Shop/Home accessories/Organization/Baskets;/104226601.jpg;/104226601.jpg;/104226601.jpg;Mica Decorations;basket;;No;0;NULL;NULL;43.5;36;0;0;2;metal;35 - 60 cm;black;0;H43.5.D36.
1042946;Default;Simple;base;Guido pot round off white - h32xd36cm;Guido pot round off white - h32xd36cm;Guido pot round off white - h32xd36cm;Guido pot round off white - h32xd36cm;Guido pot round off white - h32xd36cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/104294601.jpg;/104294601.jpg;/104294601.jpg;Mica Decorations;pot;Guido;Yes;0;NULL;NULL;32;36;0;0;2;terracotta;25 - 35 cm;off white;0;H32.D36.
1042999;Default;Simple;base;Mauro pot round silver - h12xd14cm;Mauro pot round silver - h12xd14cm;Mauro pot round silver - h12xd14cm;Mauro pot round silver - h12xd14cm;Mauro pot round silver - h12xd14cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/104299901.jpg;/104299901.jpg;/104299901.jpg;Mica Decorations;pot;Mauro;No;0;NULL;NULL;12;14;0;0;6;terracotta;10 - 12,5 cm;silver;0;H12.D14.
1043071;Default;Simple;base;Elian pot round green - h25xd23cm;Elian pot round green - h25xd23cm;Elian pot round green - h25xd23cm;Elian pot round green - h25xd23cm;Elian pot round green - h25xd23cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/104307101.jpg;/104307101.jpg;/104307101.jpg;Mica Decorations;pot;Elian;No;0;NULL;NULL;25;23;0;8;4;terracotta;25 - 35 cm;green;0;H25.D23.
1043165;Default;Simple;base;Jordi pot round white - h39xd39cm;Jordi pot round white - h39xd39cm;Jordi pot round white - h39xd39cm;Jordi pot round white - h39xd39cm;Jordi pot round white - h39xd39cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/104316501.jpg;/104316501.jpg;/104316501.jpg;Mica Decorations;pot;Jordi;No;0;NULL;NULL;39;39;0;0;2;terracotta;35 - 60 cm;white;0;H39.D39.
1045038;Default;Simple;base;Ava hanging lamp red white E27 switch and plug h150xd4,5cm;Ava hanging lamp red white E27 switch and plug h150xd4,5cm;Ava hanging lamp red white E27 switch and plug h150xd4,5cm;Ava hanging lamp red white E27 with plug and switch - h150xd4,5cm;Ava hanging lamp red white E27 with plug and switch - h150xd4,5cm;Shop/Home accessories/Lamps & lighting/Lamp cords;/104503801.jpg;/104503801.jpg;/104503801.jpg;Mica Decorations;Hanging lamp;Ava;No;0;NULL;NULL;150;4.5;0;0;12;plastic;130 - 170 cm;white;0;H150.D4.5.
1052979;Default;Simple;base;Mira pot round off white - h22xd25cm;Mira pot round off white - h22xd25cm;Mira pot round off white - h22xd25cm;Mira pot round off white - h22xd25cm;Mira pot round off white - h22xd25cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105297901.jpg;/105297901.jpg;/105297901.jpg;Mica Decorations;pot;Mira;Yes;0;NULL;NULL;22;25;0;158;6;terracotta;20 - 25 cm;off white;0;H22.D25.
1053002;Default;Simple;base;Mira pot round taupe - h19xd22cm;Mira pot round taupe - h19xd22cm;Mira pot round taupe - h19xd22cm;Mira pot round taupe - h19xd22cm;Mira pot round taupe - h19xd22cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105300201.jpg;/105300201.jpg;/105300201.jpg;Mica Decorations;pot;Mira;Yes;0;NULL;NULL;19;22;0;274;6;terracotta;15 - 20 cm;taupe;0;H19.D22.
1053018;Default;Simple;base;Mira pot round terra - h19xd22cm;Mira pot round terra - h19xd22cm;Mira pot round terra - h19xd22cm;Mira pot round terra - h19xd22cm;Mira pot round terra - h19xd22cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105301801.jpg;/105301801.jpg;/105301801.jpg;Mica Decorations;pot;Mira;Yes;0;NULL;NULL;19;22;0;430;6;terracotta;15 - 20 cm;terra;0;H19.D22.
1053025;Default;Simple;base;Mira pot round off white ridged  - h15xd18cm;Mira pot round off white ridged  - h15xd18cm;Mira pot round off white ridged  - h15xd18cm;Mira pot round off white ridged  - h15xd18cm;Mira pot round off white ridged  - h15xd18cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105302501.jpg;/105302501.jpg;/105302501.jpg;Mica Decorations;pot;Mira;Yes;0;NULL;NULL;15;18;0;564;8;terracotta;15 - 20 cm;off white;0;H15.D18.
1053043;Default;Simple;base;Mira pot round taupe ridged  - h25xd27cm;Mira pot round taupe ridged  - h25xd27cm;Mira pot round taupe ridged  - h25xd27cm;Mira pot round taupe ridged  - h25xd27cm;Mira pot round taupe ridged  - h25xd27cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/105304301.jpg;/105304301.jpg;/105304301.jpg;Mica Decorations;pot;Mira;Yes;0;NULL;NULL;25;27;0;78;4;terracotta;25 - 35 cm;taupe;0;H25.D27.
1053193;Default;Simple;base;Hella plate wood white h1.8d21.5;Hella plate wood white h1.8d21.5;Hella plate wood white h1.8d21.5;Hella plate wood white h1.8d21.5;Hella plate wood white h1.8d21.5;Shop/Home accessories/Room accents/Room accents others;/105319301.jpg;/105319301.jpg;/105319301.jpg;Mica Decorations;to be determined;Hela;No;0;NULL;NULL;1.8;21.5;0;0;24;wood;<10 cm;white;0;H1.8.D21.5.
1035830;Default;Simple;base;Era pot round l. grey matt - h17,5xd19,5cm;Era pot round l. grey matt - h17,5xd19,5cm;Era pot round l. grey matt - h17,5xd19,5cm;Era pot round l. grey matt - h17,5xd19,5cm;Era pot round l. grey matt - h17,5xd19,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots;/103583001.jpg;/103583001.jpg;/103583001.jpg;Mica Decorations;pot;Era;Yes;0;NULL;NULL;17.5;19.5;0;3;4;ceramic;15 - 20 cm;matt;0;H17.5.D19.5.
