sku;ed_model;ed_color;ed_size;;
476623;Kingston;green;H215.D117.;;
476624;Kingston;green;H230.D125.;;
137616;Yula;brown;H70;;
137617;Yula;brown;H75;;
241749;Rioja;transparent;H75.D18.;;
241750;Rioja;transparent;H100.D21.;;
241751;Rioja;l.blue;H75.D18.;;
241752;Rioja;l.blue;H100.D21.;;
241753;Rioja;grey;H75.D18.;;
241754;Rioja;grey;H100.D21.;;
241791;Diego weave;transparent;H30.D20.;;
241792;Diego weave;transparent;H42.D27.;;
241793;Diego weave;transparent;H56.D40.;;
241794;Diego weave;grey;H30.D20.;;
241795;Diego weave;grey;H42.D27.;;
241796;Diego weave;grey;H56.D40.;;
241797;Diego weave;blue;H30.D20.;;
241798;Diego weave;blue;H42.D27.;;
241799;Diego weave;blue;H56.D40.;;
241800;Diego weave;yellow;H30.D20.;;
241802;Diego weave;yellow;H56.D40.;;
241827;Latina;l.blue;H15.D30.;;
241836;Latina;l.green;H15.D30.;;
241837;Latina;l.green;H3.D36.;;
241838;Latina;l.green;H37.D27.;;
241839;Latina;l.green;H52.D21.;;
241840;Latina;l.green;H28.D32.;;
241841;Owen;white;H37.D37.;;
241842;Owen;black;H37.D37.;;
241843;Owen;grey;H37.D37.;;
241847;Owen;white;H70.D28.;;
241848;Owen;white;H90.D30.;;
241849;Owen;black;H70.D28.;;
241850;Owen;black;H90.D30.;;
241851;Owen;grey;H70.D28.;;
241852;Owen;grey;H90.D30.;;
476626;Toronto;green;H155.D114.;;
476627;Toronto;green;H185.D130.;;
476628;Toronto;green;H215.D145.;;
476629;Toronto;green;H230.D155.;;
152958;Slate;l.grey;L37.W37.H31;;
241951;Alain;white;H25.D14.;;
241952;Alain;white;H40.D19.;;
241955;Alain;black;H25.D14.;;
241956;Alain;black;H40.D19.;;
241959;Alain;l.grey;H25.D14.;;
241960;Alain;l.grey;H40.D19.;;
241963;Vida;white;L25.W20.H19;;
241965;Vida;l.green;L25.W20.H19;;
241967;Vida;ochre;L25.W20.H19;;
241969;Vida;black;L25.W20.H19;;
241971;Vida;l.green;H3.D30.;;
241972;Vida;l.green;H4.D45.;;
242168;Meg;terra;H6.D32.;;
242206;Tusca;l.pink;H11.D12.;;
242207;Tusca;l.pink;H13.D13.5.;;
242208;Tusca;l.pink;H14.D14.5.;;
242209;Tusca;l.pink;H16.D17.;;
242210;Tusca;l.pink;H18.5.D19.5.;;
242211;Tusca;l.pink;H20.D22.5.;;
242217;Tusca;matt;H20.D22.5.;;
242224;Tusca;matt;H11.D12.;;
242225;Tusca;matt;H13.D13.5.;;
242226;Tusca;matt;H14.D14.5.;;
242227;Tusca;matt;H16.D17.;;
242228;Tusca;matt;H18.5.D19.5.;;
242229;Tusca;matt;H20.D22.5.;;
242275;Lidy;fuchsia;H6.D8.;;
242276;Lidy;fuchsia;H8.5.D11.;;
242277;Lidy;fuchsia;H11.D12.5.;;
242278;Lidy;fuchsia;H12.5.D14.5.;;
242279;Lidy;fuchsia;H13.5.D15.5.;;
242280;Lidy;fuchsia;H15.5.D18.;;
242281;Lidy;fuchsia;H17.5.D20.;;
242282;Lidy;fuchsia;H22.5.D26.;;
242283;Lidy;fuchsia;H25.D29.5.;;
242295;Tusca;yellow;H11.D12.;;
242296;Tusca;yellow;H13.D13.5.;;
242297;Tusca;yellow;H14.D14.5.;;
242298;Tusca;yellow;H16.D17.;;
242299;Tusca;yellow;H18.5.D19.5.;;
242300;Tusca;yellow;H20.D22.5.;;
242301;Tusca;white;H7.D8.;;
242302;Tusca;white;H12.D10.;;
242303;Tusca;anthracite;H17.D13.5.;;
242305;Hella;transparent;H23.D17.5.;;
242306;Hella;transparent;H30.D21.5.;;
242307;Hella;transparent;H38.D23.5.;;
242311;Hella;transparent;H23.D17.5.;;
242312;Hella;transparent;H30.D21.5.;;
242313;Hella;transparent;H38.D23.5.;;
121478;;white;L8.5.W0.5.H13.5;;
121484;;white;L10.5.W0.5.H30;;
242359;Stan;grey;H17.5.D20.;;
242360;Stan;terra;H17.5.D20.;;
242361;Stan;terra;L40.5.W13.5.H12;;
242362;Stan;terra;H13.5.D15.5.;;
242363;Stan;terra;H15.5.D17.5.;;
242390;Bellia;brown;H14.5.D16.5.;;
242391;Bellia;brown;H17.5.D20.;;
242392;Bellia;brown;H21.D25.;;
242393;Bellia;brown;H26.D29.;;
242394;Bellia;brown;H28.D32.;;
242395;Bellia;grey;H14.5.D16.5.;;
242396;Bellia;grey;H17.5.D20.;;
242397;Bellia;grey;H21.D25.;;
242398;Bellia;grey;H26.D29.;;
242399;Bellia;grey;H28.D32.;;
242405;Daisy;black;L14.W14.H53.5;;
242406;Daisy;black;L27.W14.H62.5;;
242409;Daisy;black;L23.W23.H96;;
137633;Yula;oil;H12.5.D12.;;
137635;Yula;ochre;H12.5.D12.;;
137636;Yula;brown;H12.5.D12.;;
121534;;white;D5.5.;;
975386;Geranium;white;L29.W13.H40;;
975381;Geranium;white;L39.W13.H40;;
242460;Tusca;white;H29.D16.5.;;
137645;Melanie;black;L15.W26.H7;;
137646;Melanie;black;L20.W21.H7;;
137670;Flowering Oceans;mixed colours;H26.D9.;;
137672;Flowering Oceans;mixed colours;H18.D5.;;
137673;Flowering Oceans;mixed colours;H18.D5.;;
137675;Flowering Oceans;mixed colours;H18.D9.;;
137680;Cinnamon Lakes;mixed colours;H26.D9.;;
137682;Cinnamon Lakes;mixed colours;H18.D5.;;
137683;Cinnamon Lakes;mixed colours;H18.D5.;;
137685;Cinnamon Lakes;mixed colours;H18.D9.;;
137690;Cotton fields;mixed colours;H26.D9.;;
137692;Cotton fields;mixed colours;H18.D5.;;
137693;Cotton fields;mixed colours;H18.D5.;;
137695;Cotton fields;mixed colours;H18.D9.;;
242461;Tusca;cream;H29.D16.5.;;
242463;Tusca;d.red;H29.D16.5.;;
242467;Tusca;anthracite;H29.D16.5.;;
242470;Daisy;black;L14.W14.H53.5;;
242471;Daisy;black;L27.W14.H62.5;;
242472;Daisy;black;L23.W23.H96;;
M00369;;NULL;;;
188004;;gold;L21.5.W8.H31;;
188006;;silver;L21.5.W8.H31;;
188015;;red;L6.W2.5.H10;;
188029;;red;H6.D4.5.;;
188032;;mixed colours;L5.W1.H8;;
188058;;silver;L10.W10.H2;;
188059;;silver;L15.W15.H2;;
188060;;silver;L33.W35.5.H2.5;;
188064;;white;L10.W10.H2;;
188065;;white;L15.W15.H2;;
188066;;white;L33.W35.5.H2.5;;
188144;;white;L38.W20.H6;;
188218;;white;D4.;;
188219;;gold;D4.;;
188220;;white;D4.;;
188221;;white;D4.;;
188223;;champagne;D4.;;
188360;;mixed colours;L10.W2.5.H13;;
188362;;off white;H9.5;;
188374;;red;H25.D13.5.;;
188384;;red;L50.W43.H100;;
188405;;white;H6.D10.;;
188408;;white;L5.W2.5.H6;;
188412;;gold;L9.5.W3.5.H11.5;;
188422;;white;L13.5.W7.5.H8.5;;
188426;;pink;L13.5.W7.5.H8.5;;
188443;;white;L21.W8.5.H22;;
188451;;black;L17.W8.5.H12;;
188540;;d.blue;L900.W6.5;;
188643;;silver;L18.W3;;
188687;;red;L114.W9.H1;;
188902;;silver;L12.5.W7.H7;;
188903;;silver;L6.W7.H8;;
188904;;silver;L10.W8.H9;;
189049;;silver;L15.W5.5.H17;;
189050;;silver;L19.W8.5.H23;;
189051;;silver;L11.W5.H10.5;;
189052;;silver;L15.W8.H13;;
189095;;white;L21.W8.H37;;
189107;;black;L8.W5;;
189109;;mixed colours;H12;;
189174;;d.blue;L13.5.W13.5.H20;;
189214;;red;H16.5.D11.;;
189254;;grey;L5.5.W4.5.H13;;
189277;;white;L7.5.W5.5.H24;;
189283;;brown;L9.W5.H11.5;;
189483;;white;L9.5.W9.5.H14;;
189572;;l.brown;L17.W8.5.H15.5;;
189573;;l.brown;L22.W12.H18;;
189577;;red;L24.W11.H18;;
189578;;red;L14.5.W7.5.H14;;
189714;;white;H11.D8.;;
189715;;silver;H11.D8.;;
189781;;white;D7.;;
189813;;gold;L10.5.W7.H13;;
189815;;gold;L16.5.W13.H23.5;;
189816;;gold;L14.5.W7.5.H13.5;;
189915;;white;L170.W65.H194;;
612000;;mixed colours;L18.W13.5.H14;;
612001;;mixed colours;L11.5.W11.5.H11.5;;
612002;;mixed colours;L17.W14.H15;;
612003;;mixed colours;L13.W14.H12.5;;
612004;;mixed colours;L17.W18.5.H17;;
612005;;mixed colours;L19.W15.5.H15.5;;
612006;;mixed colours;L11.5.W9.H11;;
612009;;mixed colours;L12.5.W11.5.H9.5;;
612010;;mixed colours;L12.W7.H11.5;;
612011;;mixed colours;L9.W9.H11;;
612012;;mixed colours;L13.W5.H6;;
612014;;mixed colours;L12.5.W10.5.H11;;
612016;;mixed colours;L8.W6.5.H10.5;;
612021;;mixed colours;L22.W8.5.H9;;
612022;;mixed colours;L17.W6.H7;;
612023;;mixed colours;L11.W8.5.H13;;
612024;;mixed colours;L10.W8.5.H12;;
612025;;mixed colours;L14.5.W8.5.H7;;
612026;;mixed colours;L32.W27.5.H14;;
612028;;mixed colours;L16.5.W16.5.H26.5;;
612029;;mixed colours;L26.W10.H26.5;;
612030;;mixed colours;L26.W12.H23;;
612032;;mixed colours;L16.5.W12.H13.5;;
612035;;mixed colours;L27.5.W18.5.H24;;
612036;;mixed colours;L12.W13.H30.5;;
612037;;mixed colours;L23.5.W14.H17.5;;
612038;;mixed colours;L17.5.W10.5.H11;;
612041;;blue;H16.D8.;;
612049;;green;H10;;
612050;;green;H9.5;;
612051;;black;H14;;
612052;;black;H14.5;;
612054;;green;H7;;
612055;;green;H7;;
612065;;mixed colours;L10.5.W4.5.H6;;
612066;;mixed colours;L4.W4.5.H5.5;;
612070;;mixed colours;L4.5.W3.5.H5;;
612071;;mixed colours;L5.W3.H5;;
612074;;mixed colours;L5.5.W5.H9;;
612079;;mixed colours;L15.5.W9.H6;;
612081;;mixed colours;L9.5.W6.H6.5;;
612082;;mixed colours;L4.W3.H7;;
612083;;mixed colours;L8.5.W8.H8.5;;
612085;;mixed colours;L12.W7.5.H11;;
612086;;mixed colours;L15.W10.H12.5;;
612087;;mixed colours;L15.W10.H13.5;;
612090;;mixed colours;L19.5.W19.5.H15.5;;
612091;;mixed colours;L20.W12.H15;;
612092;;mixed colours;L28.W17.H19;;
612094;;mixed colours;L31.W19.5.H23;;
612100;;white;H11.5.D7.;;
612103;;green;H10.D5.;;
612105;;mixed colours;L31.5.W21.H28;;
612108;;mixed colours;L12.W8.H14;;
612110;;mixed colours;L24.W12.H18;;
612113;;brown;L19.5.W3.H10;;
612114;;brown;L12.W3.H4;;
612115;;brown;L19.5.W3.5.H7;;
612116;;black;H11.5;;
612117;;black;H12;;
612118;;black;H11.5;;
612119;;brown;L20.W20.H23;;
612136;;mixed colours;L21.W15.5.H13;;
612137;;mixed colours;L12.W11.H16.5;;
612142;;green;H12;;
612149;;mixed colours;L11.W10.H12;;
456593;Stream;l.grey;L37.W37.H50;;
M00021;;NULL;;;
M00022;;NULL;;;
190050;Bossy;grey;H3.D29.5.;;
190156;;brass;H28.D11.;;
190165;;brass;H28.D11.;;
190306;;blue;H3.D5.;;
190326;;red;L14.W14.H13;;
190331;;blue;W14.D51.;;
190391;;silver;L10.2.W8.3.H1.3;;
190398;;copper;L15.9.W14.H1.3;;
190413;;brass;H37.D11.;;
190469;;red;L27.W31.H5;;
190470;;red;L16.W23.H3.5;;
190475;;l.brown;L33.W20.H5;;
190476;;l.brown;L22.W13.H5;;
190478;;l.brown;L35.W27.H6;;
190482;;l.brown;L26.W17.H5;;
190486;;l.brown;D20.;;
190487;;l.brown;L28.W17.H5;;
190501;;l.brown;L54.W16;;
190502;;l.brown;L34.W9;;
M00126;;NULL;;;
M00127;;NULL;;;
M00128;;NULL;;;
M00129;;NULL;;;
M02016;;NULL;;;
242539;Lindsey;l.green;H30.D12.;;
242540;Lindsey;l.green;H37.D12.;;
242542;Vienne;transparent;H41.D23.;;
242546;Baloe;transparent;H50.D35.;;
137667;Savoy;l.green;L50.W30.H2.5;;
137668;Savoy;peach;L50.W30.H2.5;;
231000;Maia;l.green;L30.W50.H12.5;;
231002;Maia;peach;L30.W50.H12.5;;
231003;Maia;peach;L45.W45.H12.5;;
231015;Megsi;black;H13.D13.;;
231017;Megsi;black;H24.D24.;;
231020;Castello;l.grey;L6.W6.H7.5.D6.;;
231021;Castello;white;L6.W6.H7.5.D6.;;
231023;Castello;l.pink;L6.W6.H7.5.D6.;;
231024;Castello;l.grey;L12.W12.H13.5.D12.;;
231025;Castello;white;L12.W12.H13.5.D12.;;
231026;Castello;l.pink;L12.W12.H13.5.D12.;;
231040;Mitch;white;L33.5.W14.H59.5;;
231053;Nick;black;L30.W30.H79.5.D30.;;
231063;Claire;silver;H3.5.D37.5.;;
231064;Claire;silver;H3.D27.;;
231066;Claire;gold;H3.D27.;;
231087;Mila;gold;H2.D33.;;
231173;Dana;d.gold;H7.5.D32.;;
231174;DANA;d.gold;H7.5.D45.;;
231175;DANA;d.gold;H7.5.D54.;;
231176;DANA;black;H7.5.D32.;;
231177;DANA;black;H7.5.D45.;;
231178;Dana;black;H7.5.D54.;;
231209;Tulipo;gold;H37.D16.5.;;
990054;Displaystand;grey;L120.W80.H215;;
372404;;brown;L60;;
372406;;brown;L180;;
372412;;white;L9.3.W9.H15.5;;
372413;;white;L11.2.W10.8.H24;;
372427;;warm white;L190;;
372428;;multicolour;L190;;
372431;;gold;L105;;
372510;;brown;L25.W25.H45;;
372513;;white;L30.W30.H60;;
372515;;brown;L30.W30.H60;;
372519;;warm white;L90;;
372520;;warm white;L190;;
372521;;warm white;L45;;
372522;;warm white;L290;;
372523;;warm white;L490;;
372524;;warm white;L990;;
372525;;warm white;L140;;
372526;;warm white;L200;;
372527;;white;L190;;
372528;;white;L290;;
372529;;white;L490;;
372530;;white;L990;;
372531;;white;L140;;
372533;;warm white;L190;;
372534;;warm white;L45;;
372535;;warm white;L290;;
372536;;warm white;L90;;
372537;;warm white;L140;;
372538;;warm white;L200;;
372539;;white;L190;;
372540;;white;L290;;
372544;;red;L500;;
372545;;gold;L500;;
372546;;silver;L500;;
372547;;warm white;L290;;
372549;;changing colours;L290;;
372557;;warm white;L190;;
372558;;warm white;L190;;
372561;;warm white;L490;;
372562;;warm white;L100;;
372571;;brown;H180;;
372576;;white;L21.5.W22.5.H27;;
372583;;white;L38.5.W14.H65;;
372584;;white;L50.W20.H11;;
372589;;white;L17.W13.H27;;
372590;;white;L16.W16.H23;;
372591;;white;L32.W13.5.H15;;
372599;;white;D38.;;
372600;;white;D58.;;
372602;;white;D38.;;
372604;;white;L27.D16.;;
372644;;white;H5.D5.5.;;
372648;;white;H6.5.D5.;;
372649;;red;H6.5.D5.;;
372652;;white;H10.D7.5.;;
372656;;white;H10.D7.5.;;
372661;;red;H15.D7.5.;;
372664;;cream;H10.D5.;;
372665;;white;H10.D5.;;
372666;;red;H10.D5.;;
372667;;cream;H28.D2.5.;;
372668;;white;H28.D2.5.;;
372684;;transparent;L5.5.W5.H9;;
372687;;brown;D36.;;
372711;;white;L26.W26.H35.5;;
372714;;white;L27.5.W15.5.H16.5;;
372724;;silver;L105;;
372725;;silver;L105;;
372726;;silver;L105;;
372732;Promo Connect;warm white;L40;;
372733;Promo Connect;warm white;L80;;
372734;Promo Connect;warm white;L40;;
372738;Promo Connect;white;L80;;
372740;Promo Connect;white;L35.H4;;
372742;Promo Connect;white;L13.H13;;
372744;Premium Connect;warm white;L100;;
372745;Premium Connect;warm white;L50;;
372746;Premium Connect;warm white;L100;;
372748;Premium Connect;warm white;L20.H10;;
372749;Premium Connect;warm white;L20.H20;;
372824;Luca Long Life;warm white;L1115;;
372829;Luca Long Life;warm white;L1395;;
372852;;white;L1040;;
909963;Phalaenopsis;mixed colours;H30;;
121616;;black;L5.5.W10.H1.7;;
121639;;brown;L8.W4.5.H16;;
121691;Jive;red;H22.D27.;;
121695;Jive;green;H32.D20.7.;;
121700;Marvel;transparent;H24.D14.;;
121703;Marvel;grey;H24.D14.;;
121706;Joulz;taupe;H46.D16.;;
121737;;white;L16.W2.5.H25;;
121744;;silver;L16.5.W2.5.H16.5;;
121761;;white;L16.W6.H12;;
121762;;white;L15.W10.H21;;
121764;;white;L16.W8.H4;;
121765;;white;L26.W11.H5;;
121766;;white;L36.W17.H7;;
121780;;white;L17.W16.H45;;
121781;;white;L21.W19.H50;;
121872;;off white;L21.W13.H30;;
121917;;red;L45.W1.5;;
121918;;gold;L45.W1.5;;
122058;;red;H145.D2.;;
122098;;white;L25.W13.H31;;
122200;;champagne;L90;;
122245;;grey;L12.W12.H16;;
122366;Linde;l.blue;H7.5.D7.5.;;
122367;Linde;l.blue;H17.D11.;;
122368;Linde;l.blue;H25.D11.;;
122369;Linde;l.blue;H33.D11.;;
122378;Linde;brown;H7.5.D7.5.;;
122379;Linde;brown;H17.D11.;;
122380;Linde;brown;H25.D11.;;
122381;Linde;brown;H33.D11.;;
122392;Linde;white;H13.D15.;;
122395;Linde;white;H17.D11.;;
122396;Linde;white;H25.D11.;;
122397;Linde;white;H33.D11.;;
122400;Linde;d.grey;H10.D11.;;
122401;Linde;d.grey;H11.5.D13.;;
122402;Linde;d.grey;H13.D15.;;
122403;Linde;d.grey;H7.5.D9.;;
122404;Linde;d.grey;H7.5.D7.5.;;
122405;Linde;d.grey;H17.D11.;;
122406;Linde;d.grey;H25.D11.;;
122407;Linde;d.grey;H33.D11.;;
122410;Linde;red;H10.D11.;;
122411;Linde;red;H11.5.D13.;;
122412;Linde;red;H13.D15.;;
122413;Linde;red;H7.5.D9.;;
122414;Linde;red;H7.5.D7.5.;;
122415;Linde;red;H17.D11.;;
122416;Linde;red;H25.D11.;;
122417;Linde;red;H33.D11.;;
122475;;white;H12.D13.;;
122477;;red;H12.D13.;;
122602;;silver;H20.D9.;;
122603;;silver;H25.D9.;;
122604;;gold;H8.D7.;;
122605;;gold;H20.D9.;;
122606;;gold;H25.D9.;;
122635;;l.brown;L10.W6.H12;;
122677;Esto;grey;L16.W16.H40;;
122680;;black;H13.D13.;;
122738;;white;L34.W10.H28;;
122746;;white;L10.W4.H22;;
122815;;transparent;H20.D7.5.;;
122866;;white;L41.H35;;
122911;;white wash;L21.W5.5.H36;;
211132;;NULL;L4.W7.H7;;
386251;Forest Fr.Pine;green;H45.D36.;;
242733;Farah;off white;H19.D19.;;
242737;Farah;off white;H26.D26.;;
242746;Dani;ochre;H25.D25.;;
242756;Gina;transparent;H17.5.D9.;;
242760;Gina;transparent;H19.D16.5.;;
242761;Gina;transparent;H28.5.D24.5.;;
242762;Gina;transparent;H36.5.D21.;;
242764;Miko;transparent;H23.5.D21.;;
242780;Lilou;transparent;H16.5.D16.5.;;
242782;Lilou;transparent;W15.H40.D15.;;
242783;Lilou;beige;W16.5.H16.5.D16.5.;;
242784;Lilou;beige;W19.5.H19.5.D19.5.;;
242785;Lilou;beige;W15.H40.D15.;;
242801;Ixia;transparent;H21.D7.;;
242802;Ixia;transparent;H30.D8.;;
242803;Ixia;transparent;H40.D9.5.;;
242804;Tigo;transparent;H20.D19.5.;;
242805;Tigo;transparent;H23.D22.5.;;
242808;Tigo;transparent;H20.D19.5.;;
242809;Tigo;transparent;H23.D22.5.;;
242811;Iris;transparent;H20.D17.;;
242812;Iris;transparent;H27.5.D23.;;
242814;Iris;transparent;H27.5.D23.;;
M00336;;NULL;;;
1001414;;NULL;;;
231220;Lucco;yellow;H23.5.D18.;;
231221;Lucco;grey;H27.5.D24.;;
231222;Lucco;yellow;H27.5.D24.;;
231226;Cordoba;d.brown;L48.W48;;
231229;Cordoba;d.brown;L38.W38.H38;;
231232;Altea;l.brown;L45.W45;;
231233;Altea;l.brown;L26.W22;;
231244;Jane;d.grey;L45.W45.H2;;
231246;Jane;l.green;L45.W45.H2;;
231252;Fiorentino;silver;H2.5.D42.;;
231254;Fiorentino;silver;L45.W27.H2.5;;
231255;Malu;silver;H16.D16.5.;;
231256;Malu;silver;H17.D17.8.;;
231257;Malu;silver;H20.D21.5.;;
231258;Malu;silver;H24.D25.5.;;
231259;Malu;silver;H28.D28.;;
231260;Malu;silver;H3.D26.5.;;
231261;Malu;silver;H3.D36.5.;;
231263;Malu;copper;H16.D16.5.;;
231264;Malu;copper;H17.D17.8.;;
231265;Malu;copper;H20.D21.5.;;
231266;Malu;copper;H24.D25.5.;;
231267;Malu;copper;H28.D28.;;
231268;Malu;copper;H3.D26.5.;;
231269;Malu;copper;H3.D36.5.;;
231272;Tartan;l.gold;H20.D13.;;
231274;Tartan;l.gold;H12.5.D14.;;
231277;Tartan;l.gold;L27.W13.H11.5;;
231285;Eliza;silver;H15.D10.;;
231286;Eliza;d.gold;H15.D10.;;
231287;Eliza;copper;H15.D10.;;
231294;Cristo;d.brown;L15.W10.H23;;
231295;Cristo;d.brown;L12.W7.H18;;
231296;Cristo;d.brown;L15.W8.H21;;
231300;Aimi;off white;L1.7.W1.3.H6.5;;
231301;Aimi;off white;L19.W19.H14;;
231302;Fiorentino;silver;L21.W11.H6;;
231303;Fiorentino;silver;L26.W14.H7;;
231305;Fiorentino;silver;H7.D26.;;
231306;Fiorentino;silver;L20.W14.H24;;
231312;Fiorentino;silver;H37.D20.;;
231324;Nosta;brown;H26.D29.;;
231325;Nosta;brown;H53.D39.;;
231329;Eliza;white;L6.5.W6.5.H11.D6.5.;;
231330;Eliza;black;L6.5.W6.5.H11.D6.5.;;
231331;Eliza;peach;L6.5.W6.5.H11.D6.5.;;
231332;Eliza;l.green;L6.5.W6.5.H11.D6.5.;;
231545;Mila;l.pink;H6.D22.;;
231547;Mila;off white;H6.D22.;;
231549;Mila;l.pink;H7.D25.;;
231551;Mila;off white;H7.D25.;;
231553;Mila;l.pink;H10.D35.;;
231555;Mila;off white;H10.D35.;;
231561;Mila;l.pink;H20.5.D23.;;
231571;Mila;off white;L30.W15.H5;;
231576;Mila;off white;L40.W17.H6;;
231578;Mila;l.pink;L50.W22.H7.5;;
231580;Mila;off white;L50.W22.H7.5;;
231588;Mike;grey;L40.W17.H6;;
231589;Mike;grey;L50.W22.H7.5;;
1001415;;NULL;;;
151151;;d.brown;H14.5.D14.5.;;
114530;Kane;l.grey;L14.W14.H16;;
114533;Abbey;l.green;H22.D32.;;
114535;Abbey;white;H22.D32.;;
114536;Abbey;white;H27.D38.;;
114537;Abbey;white;H45.D30.;;
114538;Abbey;white;H60.5.D21.5.;;
114540;Abbey;d.grey;H27.D38.;;
114541;Abbey;d.grey;H45.D30.;;
114554;Mikki;white;H12.D10.;;
114556;Mikki;white;H19.5.D9.;;
114557;Mikki;white;H25.D11.5.;;
114559;Mikki;l.green;H12.D10.;;
114562;Mikki;l.green;H25.D11.5.;;
114574;Feron;l.grey;H5.5.D13.;;
114590;Orchid;silver;H15.5.D13.5.;;
114611;Chaz;champagne;H11.5.D11.5.;;
114612;Chaz;champagne;H12.5.D13.;;
114613;Chaz;champagne;H15.D15.5.;;
114663;Norman;grey;H28.D22.5.;;
114664;Norman;grey;H13.D14.;;
114665;Norman;grey;H15.5.D18.5.;;
114666;Norman;grey;H18.5.D21.;;
114667;Norman;grey;H22.D25.;;
114669;Norman;d.brown;H28.D22.5.;;
114676;Norman;l.green;H13.D14.;;
114677;Norman;l.green;H15.5.D18.5.;;
114678;Norman;l.green;H18.5.D21.;;
114679;Norman;l.green;H22.D24.5.;;
114680;Norman;l.green;H24.D27.;;
114690;Romero;d.brown;L13.W13.H12.5;;
114691;Romero;d.brown;L16.W16.H15;;
114692;Romero;d.brown;L20.5.W20.5.H18;;
114694;Romero;d.brown;L16.W16.H35.5;;
114696;Romero;d.brown;L30.5.W17.5.H25;;
114721;Mera;silver;H10.D12.;;
114722;Mera;silver;H12.5.D14.;;
114733;;silver;H16.D10.;;
114795;Fena;white;H15.5.D14.5.;;
114798;Fena;mint green;H10.5.D10.;;
114799;Fena;mint green;H15.5.D14.5.;;
114812;Lomar;brown;H23.5.D28.;;
114814;Lomar;brown;H49.D22.5.;;
114815;Lomar;silver;H23.5.D28.;;
114816;Lomar;silver;H37.5.D23.5.;;
909980;Sunflower;yellow;L80.W60.H115;;
186848;;transparent;L21.6;;
186854;;green;L13;;
186855;;mixed colours;L19.1;;
186899;;l.pink;;;
186924;;green;L45.7;;
186926;;white;L119.4;;
186962;;white;L17.8;;
186969;;gold;L15.2;;
186989;;red;;;
186994;;blue;L61.W25.5;;
909987;Orchid;mixed colours;L60.W80.H165;;
372900;;white;H240;;
372902;;white;L15;;
372909;;brown;W3.5.D41.;;
372911;;white;W7.D31.;;
372912;;white;W7.D36.;;
372914;;brown;W7.D31.;;
372935;;transparent;L30;;
372975;;off white;H17.5.D8.;;
372977;;off white;H13.D10.;;
373020;;warm white;L90;;
373021;;warm white;L190;;
373022;;warm white;L45;;
373023;;warm white;L490;;
373024;;warm white;L990;;
373025;;warm white;L90;;
373027;;warm white;L200;;
373028;;warm white;L190;;
373030;;transparent;L33.W23.4.H12.7;;
373033;;multicolour;D60.;;
178025;;white;L47.5.W19.H78;;
178026;;white;L67.5.W19.H107;;
178029;Geo;white;L41.5.W41.5.H6;;
178030;Geo;black;L18.W18.H8;;
190548;;white;L15.W15.H25.D15.;;
190693;;silver;D18.;;
190717;;red;D25.;;
190718;;red;D16.;;
190719;;red;D25.;;
190720;;red;D16.;;
190727;;silver;D19.;;
190728;;blue;D19.;;
190730;;pink;D19.;;
190731;;orange;D19.;;
190769;;l.brown;L29.W11.H5;;
909989;Poinsettia;white;H30.D33.;;
909990;Poinsettia;white;H17.D20.;;
123451;;brown;H12.D12.;;
123454;;brown;H54.D30.;;
123467;;white;W34.H9.5;;
123502;;l.brown;H7.D8.5.;;
123503;;l.brown;H9.D10.;;
123504;;l.brown;H10.D13.;;
123505;;l.brown;H12.D14.;;
123506;;;;;
;No;0;Christmas decorative objects;;
123507;;l.brown;H16.5.D19.;;
123508;;l.brown;D10.;;
123509;;l.brown;D15.;;
123510;;l.brown;D20.;;
123511;;l.brown;D30.;;
123521;;white;L28.W6.H49;;
123522;;white;L36.W9.H60;;
123543;;transparent;H12.D13.;;
123551;;blue;H21.5.D15.5.;;
123602;;gold;L13.5.W4.D8.5.;;
242896;Miko;transparent;H26.5.D12.;;
242897;Miko;transparent;H22.D12.;;
242898;Miko;transparent;H16.5.D12.;;
243007;Tusca;white;H17.D13.;;
243045;Joe;white;H14.D16.;;
243046;Joe;white;H18.D20.;;
243047;Joe;white;H21.5.D25.;;
243048;Joe;white;H25.D28.;;
243049;Joe;white;H28.5.D32.;;
243051;Joe;white;H14.D27.;;
243052;Joe;taupe;H14.D16.;;
243053;Joe;taupe;H18.D20.;;
243054;Joe;taupe;H21.5.D25.;;
243055;Joe;taupe;H25.D28.;;
243056;Joe;taupe;H28.5.D32.;;
243058;Joe;taupe;H14.D27.;;
243059;Joe;grey;H14.D16.;;
243060;Joe;grey;H18.D20.;;
243061;Joe;grey;H21.5.D25.;;
243062;Joe;grey;H25.D28.;;
243063;Joe;grey;H28.5.D32.;;
243065;Joe;grey;H14.D27.;;
243101;Raoul;copper;H29.D57.;;
243102;Vera;champagne;H13.5.D14.5.;;
243103;Vera;champagne;H15.D18.;;
243104;Vera;champagne;H20.D20.;;
243105;Vera;champagne;H25.D25.;;
243106;Vera;champagne;H30.D30.;;
243112;Vera;champagne;H13.D28.;;
243128;Hunter;taupe;L18.5.W15.5.H13;;
243150;Gem;white;H15.D18.;;
243151;Gem;white;H17.D20.5.;;
243152;Gem;white;H20.5.D24.5.;;
243153;Gem;white;H23.5.D28.5.;;
243155;Gem;white;H9.D9.;;
243156;Gem;white;H15.5.D13.5.;;
243157;Gem;white;H29.D24.5.;;
243158;Gem;white;H13.5.D19.5.;;
243166;Gem;anthracite;H15.5.D13.5.;;
