sku;ed_model;ed_color;ed_size;;
1021016;Rose;cream;L73;;
1021017;Rose;cream;L73;;
1021018;Crassula;green;L79;;
1021019;Hop spray;green;L71;;
1021020;Schefflera spray;green;L75;;
1021021;Eucalyptus;green;L78;;
1021022;Boxwood;green;L74;;
1021023;Hanging plant;green;L82;;
1021025;Boxwood;green;L74;;
1021026;Ficus;green;L81;;
1021027;Springeria bush;green;L76;;
1021028;Bamboo;green;L76;;
1021029;Asparagus;red;L79;;
1021030;Asparagus;grey;L79;;
1021032;Money plant;green;L84;;
1021034;Holly;red;L78;;
1021035;Garland;red;L176;;
1021036;Ivy;green;L70;;
1021042;Ivy;frosted;L50;;
1021044;Vine;green;L50;;
1021048;Ivy;variegated;L25;;
1021049;Ivy;green;L25;;
1021050;Vine;green;L25;;
1021051;Tradescantia;green;L30;;
1021053;Ivy;variegated;L60;;
1021054;Garland;green;L180;;
1021056;Garland;green;L180;;
1021057;Garland;purple;L180;;
1021058;Maple;orange;L50;;
1021059;Garland;orange;L180;;
1021060;Oak leaf;orange;L50;;
1021061;Oak leaf;orange;L55;;
1021062;Garland;orange;L180;;
1021063;Phalaenopsis;cream;L37;;
1021064;Phalaenopsis;purple;L37;;
1021065;Phalaenopsis;red;L37;;
1021067;Phalaenopsis;red;L80;;
1021068;Phalaenopsis;purple;L80;;
1021072;Phalaenopsis;cream;L26;;
1021073;Phalaenopsis;purple;L26;;
1021074;Vanda;cream;L83;;
1021075;Vanda;purple;L83;;
1021076;Phalaenopsis;cream;H60.D20.;;
1021077;Phalaenopsis;purple;H60.D20.;;
1021078;Phalaenopsis;red;H60.D20.;;
1021079;Phalaenopsis;white;H33.D15.;;
1021081;Vanda;white;H28.D15.;;
1021082;Vanda;purple;H28.D15.;;
1021084;Vanda;purple;H40.D30.;;
1021085;Phalaenopsis;cream;H34.D15.;;
1021087;Phalaenopsis;red;H34.D15.;;
1021091;Phalaenopsis;cream;H80.D35.;;
1021111;Tuscan;green;H500.D241.;;
1021116;Rose;pink;L74;;
1021117;Rose;pink;L74;;
1021118;Rose;cream;H11.D22.;;
1021119;Boxwood;white;H11.D22.;;
1021120;Ruscus;green;H15.D30.;;
1021121;Ruscus;green;H12.D24.;;
1021122;Boxwood;green;H12.D23.;;
1021123;Boxwood ball;green;D14.;;
1021124;Rose;cream;L18;;
1021125;Boxwood;green;L18;;
1021126;Garland;green;L180;;
1021127;Gerbera;pink;L53;;
1021128;Gerbera;d.pink;L53;;
1021129;Gerbera;red;L53;;
1021144;Pothos;green;L26;;
1021145;Philo;green;L26;;
1021146;Syngonium podophyllum;green;L26;;
1021147;Ivy;green;L60;;
1021148;Garland;variegated;L180;;
1021150;Garland;green;L180;;
1021161;Cosmos;pink;H24;;
1021166;Ranunculus;pink;H26;;
1021216;;silver;H2.D24.5.;;
1021217;;silver;H11.D12.;;
1021218;;silver;H12.D14.;;
1021219;;silver;H14.5.D17.;;
1021220;;grey;H16.5.D14.5.;;
1021227;;green;H17.D14.;;
1021228;;green;H38.5.D12.5.;;
1021229;;green;H23.5.D18.;;
1021230;;green;H36.5.D18.;;
1021231;Vario;d.brown;H6.5.D12.;;
1021232;Vario;d.brown;H8.5.D14.;;
1021233;Vario;d.brown;H8.D18.;;
1021234;Douro;white;L28.W28.H40;;
1021259;;anthracite;H17.5.D12.;;
1021262;;d.grey;H19.5.D15.5.;;
1021263;;champagne;H14.5.D12.;;
1021264;;champagne;H22.D10.4.;;
1021265;;champagne;H30.D11.5.;;
1021267;;off white;H20.D14.;;
1021268;;off white;H34.5.D14.;;
1021269;;grey;H14.5.D12.;;
1021270;;grey;H20.D14.;;
1021271;;l.green;H20.D14.;;
1021272;;l.green;H30.D11.5.;;
1021273;;d.green;H13.D13.;;
1021274;;d.green;H30.D11.5.;;
1021275;;off white;H13.D13.;;
1021295;Cannes;l.brown;H13.D14.;;
1021315;Neta;white;H32.D37.5.;;
1021357;Neta;white;H47.D56.;;
1021358;Micha;copper;H12.5.D10.;;
1021360;Micha;copper;H19.5.D9.;;
1021361;Plaza;pink;H12.D13.;;
1021363;Wild;white;H12.D13.;;
1021364;Wild;silver;H12.D13.;;
1021365;Gama;blue;H3.D17.5.;;
1021366;Gama;blue;H4.D25.5.;;
1021367;Gama;blue;H4.D38.;;
1021370;June;grey;H7.D13.5.;;
1021371;June;grey;H11.D32.;;
1021372;June;grey;H3.D31.5.;;
1021392;Fiona;beige;L26.W26.H60;;
1021395;Fiona;d.grey;H48.D51.;;
1021403;Brenda;d.grey;H55.D55.;;
1021404;Brenda;d.grey;H64.D42.;;
1021405;Brenda;d.grey;H85.D55.;;
1021406;Brenda;d.grey;L26.W26.H48;;
1021407;Brenda;d.grey;L31.W31.H58;;
1021410;Brenda;beige;H55.D55.;;
1021411;Brenda;beige;H64.D42.;;
1021412;Brenda;beige;H85.D55.;;
1021413;Brenda;beige;L26.W26.H48;;
1021414;Brenda;beige;L31.W31.H58;;
1021415;Touch;taupe;H6.5.D30.;;
1021416;Touch;taupe;H8.5.D36.;;
1021417;Touch;taupe;H12.D27.;;
1021418;Touch;taupe;H14.D36.;;
1021419;Touch;l.grey;H6.5.D30.;;
1021420;Touch;l.grey;H8.5.D36.;;
1021422;Touch;l.grey;H14.D36.;;
1021427;;warm white;L1550;;
1021439;;warm white;W100.H200;;
1021443;;warm white;L78.W10.H78;;
1021444;;warm white;L118.W13.H118;;
1021445;;warm white;L118.W13.H118;;
1021446;;warm white;D25.;;
1021447;;warm white;D45.;;
1021448;;warm white;L100;;
1021449;;warm white;L490;;
1021450;;warm white;L200;;
1021454;;white;W350.H80;;
1021455;;white;W230.H80;;
1021457;;warm white;W350.H80;;
1021458;;warm white;W230.H80;;
1021459;;warm white;W100.H80;;
1021473;;white;L30.W30.H120;;
1021474;;warm white;L30.W30.H120;;
1021475;;warm white;L40.W40.H180;;
1021476;;warm white;L45.W45.H240;;
1021479;;white;H180;;
1021511;;warm white;L2000;;
1021612;Jasper;white;H50.D45.;;
1021613;Jasper;white;H34.D31.;;
1021614;Jasper;white;H42.D38.;;
1021616;Jasper;white;H50.D45.;;
1021620;Jille;white;H50.D45.;;
1021621;Jille;white;H50.D45.;;
1021622;Jille;white;H28.D24.5.;;
1021623;Jille;white;H37.5.D34.5.;;
1021625;Jille;white;H50.D45.;;
1021629;Jonas;white;H45.D52.;;
1021630;Jonas;white;H19.D24.;;
1021631;Jonas;white;H26.D33.;;
1021632;Jonas;white;H33.D42.;;
1021634;Jasper;terra;H50.D45.;;
1021635;Jasper;terra;H50.D45.;;
1021636;Jasper;terra;H34.D31.;;
1021637;Jasper;terra;H42.D38.;;
1021639;Jasper;terra;H50.D45.;;
1021643;Jille;terra;H50.D45.;;
1021644;Jille;terra;H50.D45.;;
1021648;Jille;terra;H50.D45.;;
1021649;Jille;terra;H31.D29.;;
1021650;Jille;terra;H38.5.D35.;;
1021651;Jille;terra;H50.D45.;;
1021652;Jonas;terra;H45.D52.;;
1021653;Jonas;terra;H19.D24.;;
1021654;Jonas;terra;H26.D33.;;
1021655;Jonas;terra;H33.D42.;;
1021657;Jasper;green;H50.D45.;;
1021658;Jasper;green;H50.D45.;;
1021659;Jasper;green;H34.D31.;;
1021660;Jasper;green;H42.D38.;;
1021662;Jasper;green;H50.D45.;;
1021666;Jille;green;H50.D45.;;
1021667;Jille;green;H50.D45.;;
1021668;Jille;green;H28.D24.5.;;
1021669;Jille;green;H37.5.D34.5.;;
1021671;Jille;green;H50.D45.;;
1021675;Jonas;green;H45.D52.;;
1021680;Jasper;rust;H50.D45.;;
1021681;Jasper;rust;H50.D45.;;
1021682;Jasper;rust;H34.D31.;;
1021683;Jasper;rust;H42.D38.;;
1021684;Jasper;rust;H50.D45.;;
1021685;Jasper;rust;H50.D45.;;
1021690;Jonas;rust;H45.D52.;;
1021691;Jonas;rust;H19.D24.;;
1021692;Jonas;rust;H26.D33.;;
1021693;Jonas;rust;H33.D42.;;
1021695;Boaz;l.grey;H60.D37.;;
1021696;Boaz;l.grey;H44.5.D26.;;
1021697;Boaz;l.grey;H51.D31.5.;;
1021698;Boaz;l.grey;H60.D37.;;
1021702;Drift;l.grey;L37.W37.H31;;
1021703;Drift;l.grey;L19.W19.H17;;
1021704;Drift;l.grey;L25.W25.H22;;
1021705;Drift;l.grey;L31.W31.H27;;
1021706;Drift;l.grey;L37.W37.H31;;
1021708;Drift;l.grey;L19.W19.H33;;
1021709;Drift;l.grey;L25.W25.H38;;
1021710;Drift;l.grey;L31.W31.H44;;
1021711;Drift;l.grey;L37.W37.H50;;
1021712;Drift;l.grey;L56.W37.H28;;
1021713;Drift;l.grey;L37.W19.H15;;
1021714;Drift;l.grey;L44.W25.H19;;
1021715;Drift;l.grey;L50.W31.H22;;
1021716;Drift;l.grey;L56.W37.H28;;
1021717;Drift;l.grey;L55.W55.H46;;
1021718;Drift;l.grey;L31.W31.H27;;
1021719;Drift;l.grey;L37.W37.H31;;
1021720;Drift;l.grey;L45.W45.H38;;
1021721;Drift;l.grey;L55.W55.H46;;
1021722;Drift;l.grey;L37.W37.H70;;
1021723;Drift;l.grey;L26.W26.H49;;
1021724;Drift;l.grey;L31.W31.H59;;
1021725;Drift;l.grey;L37.W37.H70;;
1021726;Drift;l.grey;L74.W36.H36;;
1021727;Drift;l.grey;L55.W23.H23;;
1021728;Drift;l.grey;L65.W30.H30;;
1021729;Drift;l.grey;L74.W36.H36;;
1021773;Wess;gold;L32.W14.H13;;
1021774;Wess;gold;L25.W13.5.H29;;
1021775;Wess;gold;L34.W19.H37;;
1021776;Olof;terra;H37.D44.;;
1021781;Olof;terra;H58.D38.;;
1021799;Wave;white;H58.D38.;;
1021803;Wave;grey;H37.D44.;;
1021808;Wave;grey;H58.D38.;;
1021812;Wave;mint green;H37.D44.;;
1021839;Hammer;brown;H43.D47.;;
1021844;Hammer;brown;H56.D37.;;
1021848;Hammer;silver;H43.D47.;;
1021849;Hammer;silver;H21.D23.;;
1021850;Hammer;silver;H27.5.D30.;;
1021851;Hammer;silver;H35.D38.;;
1021853;Hammer;silver;H56.D37.;;
1021857;Hammer;gold;H43.D47.;;
1021858;Hammer;gold;H21.D23.;;
1021859;Hammer;gold;H27.5.D30.;;
1021860;Hammer;gold;H35.D38.;;
1021862;Hammer;gold;H56.D37.;;
1021866;Hammer;copper;H43.D47.;;
1021867;Hammer;copper;H21.D23.;;
1021868;Hammer;copper;H27.5.D30.;;
1021869;Hammer;copper;H35.D38.;;
1021871;Hammer;copper;H56.D37.;;
1021898;Ferro;gold;H56.D37.;;
1021907;Ferro;copper;H56.D37.;;
1021911;;rust;H21.5.D13.;;
1021913;;rust;H32.D15.5.;;
1021915;Paco;cream;L9.W7.5.H8.5;;
1021916;Paco;cream;L12.W10.5.H12;;
1021917;Paco;l.green;L9.W7.5.H8.5;;
1021918;Paco;l.green;L12.W10.5.H12;;
1021920;Golf;l.grey;H30.D37.;;
1021921;;rust;L10.5.W8.5.H14;;
1021922;;rust;L14.5.W10.H19.5;;
1021923;;rust;L19.W14.5.H27;;
1021928;Prato;petrol;H23.5.D18.5.;;
1021929;Prato;petrol;H21.5.D20.;;
1021931;;l.green;H26.D19.;;
1021932;;l.green;H27.5.D19.;;
1021943;Copa;bronze;H21.D28.;;
1021944;Copa;bronze;H29.D37.;;
1021945;Copa;bronze;H34.D44.;;
1021946;Copa;bronze;H51.D28.;;
1021947;Copa;bronze;H67.D37.;;
1021948;Copa;bronze;H11.5.D44.;;
1021951;Tabo;cream;H10.D7.5.;;
1021952;Tabo;grey;H9.D9.;;
1021953;Tabo;grey;H5.D11.;;
1021954;Tabo;grey;H6.5.D14.;;
1021955;Tabo;cream;H6.5.D20.;;
1021956;Tabo;cream;H7.5.D23.5.;;
1021957;Tabo;cream;H9.D30.5.;;
1021958;Tabo;grey;H2.D14.;;
1021959;Tabo;cream;H2.D20.5.;;
1021960;Tabo;grey;H3.D26.5.;;
1021964;Todi;taupe;H3.5.D8.5.;;
1021965;Todi;taupe;H3.5.D11.5.;;
1021966;Todi;taupe;H5.5.D14.;;
1021967;Todi;taupe;H10.D7.5.;;
1021971;Bravo;beige;H50.D45.;;
1021972;Bravo;l.grey;H50.D45.;;
1021973;Bravo;d.grey;H50.D45.;;
1021994;Echo;l.grey;H27.D31.;;
1021995;Echo;l.grey;H33.D37.;;
1021996;Echo;l.grey;H39.5.D45.;;
1021997;Echo;l.grey;H53.D30.5.;;
1021998;Echo;l.grey;H50.D45.;;
1022000;Echo;taupe;H27.D31.;;
1022001;Echo;taupe;H33.D37.;;
1022002;Echo;taupe;H39.5.D45.;;
1022003;Echo;taupe;H53.D30.5.;;
1022004;Echo;taupe;H50.D45.;;
1022006;Echo;brown;H27.D31.;;
1022007;Echo;brown;H33.D37.;;
1022008;Echo;brown;H39.5.D45.;;
1022009;Echo;brown;H53.D30.5.;;
1022010;Echo;brown;H50.D45.;;
1022012;Echo;d.grey;H27.D31.;;
1022013;Echo;d.grey;H33.D37.;;
1022014;Echo;d.grey;H39.5.D45.;;
1022015;Echo;d.grey;H53.D30.5.;;
1022016;Echo;d.grey;H50.D45.;;
1022018;Bravo;l.grey;H51.D56.;;
1022029;Brett;d.grey;H15.D15.5.;;
1022030;Brett;d.grey;H17.D17.;;
1022031;Brett;d.grey;H19.5.D19.5.;;
1022032;Brett;d.grey;H25.5.D26.;;
1022033;Brett;d.grey;H30.D19.;;
1022034;Brett;d.grey;L28.W15.5.H13;;
1022035;Brett;d.grey;L28.W15.5.H20;;
1022036;Brett;d.grey;L28.W15.5.H29;;
1022037;Brett;d.grey;L38.W15.5.H37;;
1022038;Brett;d.grey;H10.D26.5.;;
1022039;Nash;off white;H13.D13.5.;;
1022040;Nash;off white;H10.5.D10.;;
1022041;Nash;off white;H13.D13.5.;;
1022042;Nash;off white;H15.5.D16.5.;;
1022043;Nash;off white;H17.5.D18.;;
1022044;Nash;off white;L17.5.W9.H9;;
1022045;Nash;off white;L23.5.W13.H11.5;;
1022046;Nash;grey;H10.5.D10.;;
1022047;Nash;grey;H13.D13.5.;;
1022048;Nash;grey;H15.5.D16.5.;;
1022049;Nash;grey;H17.5.D18.;;
1022050;Nash;grey;L17.5.W9.H9;;
1022051;Nash;grey;L23.5.W13.H11.5;;
1022052;Nash;d.green;H10.5.D10.;;
1022053;Nash;d.green;H13.D13.5.;;
1022054;Nash;d.green;H15.5.D16.5.;;
1022055;Nash;d.green;H17.5.D18.;;
1022056;Nash;d.green;L17.5.W9.H9;;
1022057;Nash;d.green;L23.5.W13.H11.5;;
1022058;Nash;terra;H10.5.D10.;;
1022059;Nash;terra;H13.D13.5.;;
1022060;Nash;terra;H15.5.D16.5.;;
1022061;Nash;terra;H17.5.D18.;;
1022062;Nash;terra;L17.5.W9.H9;;
1022063;Nash;terra;L23.5.W13.H11.5;;
1022066;Charlie;matt;H39.5.D45.;;
1022069;;white;L18.W18.H21.5;;
1022070;;white;L18.W18.H21.5;;
1022071;;white;L18.W18.H18;;
1022072;;l.green;L18.W18.H21.5;;
1022073;;l.green;L18.W18.H21.5;;
1022075;;l.pink;L18.W18.H21.5;;
1022076;;l.pink;L18.W18.H21.5;;
1022077;;l.pink;L18.W18.H18;;
1022080;;blue;L18.W18.H18;;
1022104;Denton;taupe;H6.5.D8.;;
1022111;;NULL;;;
1022172;;white;W500.H480;;
1022204;;white;H10.D8.5.;;
1022205;;white;H8.D7.;;
1007777-01;Dax;beige;L25.W25.H5;;
1007778-01;Dax;beige;L30.W30.H5;;
1022216;;warm white;L2000;;
1022264;Costa;anthracite;H36.D39.;;
1022267;Costa;anthracite;H51.5.D39.;;
1022276;Costa;fuchsia;H27.D29.;;
1022285;Costa;l.green;H36.D39.;;
1022289;Gala;white;H28.D30.;;
1022290;Gala;white;H32.5.D35.;;
1022291;Gala;white;H37.D39.;;
1022292;Gala;white;H55.D30.;;
1022293;Gala;white;H78.D40.;;
1022295;Gala;taupe;H32.5.D35.;;
1022296;Gala;taupe;H37.D39.;;
1022297;Gala;taupe;H55.D30.;;
1022298;Gala;taupe;H78.D40.;;
1022299;Gala;anthracite;H28.D30.;;
1022300;Gala;anthracite;H32.5.D35.;;
1022301;Gala;anthracite;H37.D39.;;
1022302;Gala;anthracite;H55.D30.;;
1022303;Gala;anthracite;H78.D40.;;
1022318;Olof;l.blue;H58.D38.;;
1022322;Boaz;off white;H40.D49.;;
1022327;Boaz;off white;H60.D37.;;
1022331;Boaz;beige;H40.D49.;;
1022336;Boaz;beige;H60.D37.;;
1022340;Boaz;brown;H40.D49.;;
1022341;Boaz;brown;H28.D35.;;
1022342;Boaz;brown;H34.D42.;;
1022343;Boaz;brown;H40.D49.;;
1022350;Rocca;off white;H28.D35.;;
1022351;Rocca;off white;H34.D42.;;
1022352;Rocca;off white;H40.D49.;;
1022379;Lua;l.green;H18.D22.;;
1022383;Mount;beige;H49.D33.;;
1022384;Mount;beige;H66.D45.;;
1022392;Dilano;NULL;H14.D13.;;
1022394;Duke;white;H6.D7.5.;;
1022395;Duke;white;H9.D11.;;
1022396;Duke;white;H11.D12.;;
1022397;Duke;white;H13.D13.5.;;
1022398;Duke;white;H15.5.D17.;;
1022399;Duke;white;H17.5.D18.5.;;
1022400;Duke;d.pink;H6.D7.5.;;
1022401;Duke;d.pink;H9.D11.;;
1022402;Duke;d.pink;H11.D12.;;
1022403;Duke;d.pink;H13.D13.5.;;
1022404;Duke;d.pink;H15.5.D17.;;
1022405;Duke;d.pink;H17.5.D18.5.;;
1022406;Duke;petrol;H6.D7.5.;;
1022407;Duke;petrol;H9.D11.;;
1022408;Duke;petrol;H11.D12.;;
1022409;Duke;petrol;H13.D13.5.;;
1022410;Duke;petrol;H15.5.D17.;;
1022411;Duke;petrol;H17.5.D18.5.;;
1022412;Duke;green;H6.D7.5.;;
1022413;Duke;green;H9.D11.;;
1022414;Duke;green;H11.D12.;;
1022415;Duke;green;H13.D13.5.;;
1022416;Duke;green;H15.5.D17.;;
1022417;Duke;green;H17.5.D18.5.;;
1022418;Lucas;grey;H9.D21.5.;;
1022419;Lucas;grey;H11.D13.5.;;
1022420;Lucas;grey;H13.D16.;;
1022421;Lucas;grey;H14.5.D17.5.;;
1022422;Lucas;grey;H18.D20.5.;;
1022423;Lucas;off white;H9.D21.5.;;
1022424;Lucas;off white;H11.D13.5.;;
1022425;Lucas;off white;H13.D16.;;
1022426;Lucas;off white;H14.5.D17.5.;;
1022427;Lucas;off white;H18.D20.5.;;
1022433;Lucas;grey;L26.5.W18.H19;;
1022434;Lucas;grey;L35.5.W18.H25.5;;
1022435;Lucas;grey;L45.W17.5.H32;;
1022436;Lucas;off white;L26.5.W18.H19;;
1022437;Lucas;off white;L35.5.W18.H25.5;;
1022438;Lucas;off white;L45.W17.5.H32;;
1022451;Flash;white;H6.D7.;;
1022452;Flash;l.pink;H6.D7.;;
1022453;Flash;l.green;H6.D7.;;
1022457;Flash;l.green;H9.D10.;;
1022459;Flash;white;H13.D12.;;
1022461;Flash;l.green;H13.D12.;;
1022464;;l.pink;H7.D10.;;
1022485;Stef;green;H17.D15.;;
1022486;Stef;green;H25.5;;
1022487;Stef;green;H7.5.D7.5.;;
1022488;Stef;green;H12.5.D11.5.;;
1022489;Stef;taupe;H7.5.D7.5.;;
1022490;Stef;taupe;H12.5.D11.5.;;
1022491;Stef;taupe;H14.D14.;;
1022493;Stef;taupe;H12.D12.5.;;
1022495;Stef;green;H7.5.D7.5.;;
1022496;Stef;green;H14.D14.;;
1022498;Stef;white;H12.5.D11.5.;;
1022509;;d.green;H18.5.D9.5.;;
1022510;;white;H25.5.D11.;;
1022511;;l.green;L11.W11.H10;;
1022512;;grey;L15.W15.H14;;
1022513;;l.green;H18.5.D9.5.;;
1022514;;grey;H25.5.D11.;;
1022515;;white;L11.W11.H10;;
1022516;;d.green;L15.W15.H14;;
1022521;;white;L7.W7.H11;;
1022522;;white;L9.W9.H12.5;;
1022531;Micha;d.purple;H10.D10.;;
1022532;Micha;d.purple;H17.D9.5.;;
1022533;Micha;d.purple;H19.5.D9.;;
1022543;Elva;l.green;L22.W12.H10;;
1022548;Alma;l.grey;L43.W15.H32;;
1022549;Alma;d.grey;L43.W15.H32;;
1022557;Sienna;d.grey;H7.D6.5.;;
1022558;Sienna;terra;H7.D6.5.;;
1022559;Sienna;green;H7.D6.5.;;
1022560;Sienna;d.grey;H13.5.D6.5.;;
1022561;Sienna;terra;H13.5.D6.5.;;
1022562;Sienna;green;H13.5.D6.5.;;
1022569;Lasa;terra;H20.5.D11.5.;;
1022583;Peak;d.grey;H26.D14.;;
1022585;Peak;d.grey;H42.D14.;;
1022586;Peak;d.grey;H26.D19.5.;;
1022608;Evan;white;L38.W9.H11;;
1022609;Evan;white;L48.W13.5.H11;;
1022611;Evan;white;H5.D28.;;
1022612;Evan;white;H5.D38.;;
1022613;Evan;white;H5.D48.;;
1022614;Evan;d.grey;L28.W9.H5;;
1022615;Evan;d.grey;L38.W9.H5;;
1022616;Evan;d.grey;L38.W9.H11;;
1022617;Evan;d.grey;L48.W13.5.H11;;
1022624;;white;L10.W10.H13;;
1022625;;white;L15.W14.5.H19;;
1022627;;grey;L10.W10.H13;;
1022628;;grey;L15.W14.5.H19;;
1022629;;grey;L19.5.W19.5.H24;;
1022630;;green;L10.W10.H13;;
1022631;;green;L15.W14.5.H19;;
1022633;;black;L10.W10.H13;;
1022634;;black;L15.W14.5.H19;;
1022635;;black;L19.5.W19.5.H24;;
1022636;;white;L9.5.W5.5.H10;;
1022640;;green;L15.5.W10.H23.5;;
1022642;Happy;grey;H6.D8.;;
1022643;Happy;grey;H11.D9.5.;;
1022644;Happy;grey;H14.D11.;;
1022648;Happy;black;H6.D8.;;
1022650;Happy;black;H14.D11.;;
1022664;Tilly;l.pink;H17.D17.;;
1022711;Audrey;mauve;H14.D13.5.;;
1022713;Audrey;mauve;H16.5.D11.5.;;
1022715;Audrey;beige;H14.D13.5.;;
1022717;Audrey;beige;H16.5.D11.5.;;
1022719;Chelsea;mauve;H23.D16.;;
1022720;Chelsea;mauve;H27.D13.;;
1022721;Chelsea;beige;H23.D16.;;
1022722;Chelsea;beige;H27.D13.;;
1022728;Ezra;l.green;H9.5.D20.;;
1022729;Cliff;beige;L12.5.W12.5.H11;;
1022730;Cliff;beige;L14.W14.H12;;
1022731;Cliff;beige;L15.5.W15.5.H13.5;;
1022732;Cliff;beige;L16.5.W16.5.H16;;
1022734;Cliff;beige;L24.W12.5.H11;;
1022735;Cliff;beige;L29.W15.5.H14;;
1022736;Cliff;beige;H11.D12.5.;;
1022737;Cliff;beige;H13.5.D15.;;
1022738;Cliff;beige;H15.5.D17.;;
1022739;Cliff;beige;H18.D19.5.;;
1022742;;warm white;L2000;;
1022751;Tea leaf;green;L17.D8.;;
1022756;Wreath;green;H10.D28.;;
1022757;Wreath;green;H10.D35.;;
1022758;Boxwood;green;H15.D15.;;
1022759;Wreath;green;H10.D22.;;
1022760;Wreath;green;H10.D28.;;
1022761;Boxwood;green;H15.D15.;;
1022763;Ruscus;grey;H23.D23.;;
1022766;Rose;pink;L71;;
1022767;Rose;red;L71;;
1022768;Daisy;cream;L71;;
1022769;Daisy;pink;L71;;
1022770;Hanging;purple;L73;;
1022771;Hanging;l.purple;L73;;
1022772;Hanging;pink;L73;;
1022773;Rose;cream;H20.D20.;;
1022774;Hanging;d.pink;L71;;
1022786;Cilla;transparent;H70.D19.;;
1022787;Cilla;transparent;H70.D19.;;
1022796;Carmen;brown;L9.W9.H3;;
1022797;Ciska;rust;H20.D10.;;
1022798;Ciska;rust;H59.D47.;;
1022799;Ciska;rust;L24.W2.H19;;
1022800;Ciska;rust;L25.W2.H21;;
1022801;Ciska;antique;H25.D15.;;
1022802;Ciska;antique;H10.D14.;;
1022804;Helene;brown;L18.W18.H22;;
1022805;Helene;brown;L18.W18.H34;;
1022808;Ariadne;green;L43.W43.H2.5;;
1022809;Ariadne;blue;L43.W43.H2.5;;
1022810;Ariadne;red;L43.W43.H2.5;;
1022811;Ariadne;ochre;L43.W43.H2.5;;
1022812;Dores;green;L50.W50.H2.5;;
1022813;Dores;blue;L50.W50.H2.5;;
1022814;Dores;red;L50.W50.H2.5;;
1022815;Dores;ochre;L50.W50.H2.5;;
1022816;Esmeralda;d.red;L170.W130;;
1022817;Esmeralda;green;L170.W130;;
1022818;Esmeralda;off white;L170.W130;;
1022823;;black;L19.W20.H42;;
1022824;;off white;L19.W20.H42;;
1022830;;grey;H15.5.D8.;;
1022831;;black;H15.5.D8.;;
1022832;;grey;H20.D11.;;
1022833;;black;H20.D11.;;
1022835;;brown;L16.5.W15.5.H25.5;;
1022837;;l.green;H15.D13.;;
1022845;;black;H3.D12.;;
1022846;;black;H0.6.D22.;;
1022847;;black;L10.W0.6.H18;;
1022849;;clear;H20.D8.;;
1022850;;clear;H24.D10.;;
1022859;;black;L19.W2.5.H19;;
1022860;;black;L19.W2.5.H24;;
1022869;;grey;H19.5.D14.5.;;
1022870;;grey;H25.D14.5.;;
1022881;Mila;pink;H13.D11.5.;;
1022884;Mila;pink;H17.D15.5.;;
1022890;Mila;l.brown;H2.D28.;;
1022896;Crassula;green;H17.D15.;;
1022906;Camden;white;H120.D89.;;
1022907;Camden;white;H155.D104.;;
1022908;Camden;white;H185.D122.;;
1022909;Camden;white;H215.D142.;;
1022910;Camden;white;H230.D155.;;
1022911;Camden;white;H260.D165.;;
1022912;Camden;white;H305.D196.;;
1022913;Camden;white;H365.D216.;;
1022914;Camden;white;H425.D234.;;
1022936;;brown;H30.D7.5.;;
1022976;Ellendale;d.green;H155.D97.;;
1022977;Ellendale;d.green;H185.D112.;;
1022978;Ellendale;d.green;H215.D124.;;
1022979;Ellendale;d.green;H230.D137.;;
1022980;Ellendale;d.green;H260.D152.;;
1022986;Ixia;transparent;H21.D7.;;
1022987;Ixia;transparent;H30.D8.;;
1022989;Cilla;transparent;H20.D13.;;
1022990;Cilla;transparent;H25.D13.;;
1022991;Cilla;transparent;H30.D15.;;
1022992;Cilla;transparent;H40.D15.;;
1022993;Cilla;transparent;H50.D15.;;
1022994;Cilla;transparent;H22.D19.;;
1022995;Roza;transparent;H10.D13.;;
1022996;Roza;transparent;H14.D17.;;
1022997;Roza;transparent;H20.D24.;;
1022998;Roza;transparent;H23.D28.;;
1022999;Roza;transparent;H17.D21.;;
241141-01;Cassy;transparent;H70.D19.;;
1023057;Pascal;white wash;H58.D43.5.;;
1023059;;black;L40.W40;;
1023060;;off white;L40.W40;;
1023061;Porano;d.brown;H32.D32.;;
1023062;Porano;d.brown;H33.D24.;;
1023063;Rosali;gold;H20.D41.;;
1023064;Rosali;gold;H38.D18.;;
1023065;Rosali;gold;H46.D23.;;
1023090;Manhattan;transparent;H20.5.D19.;;
1023101;Manhattan;transparent;H20.5.D19.;;
1023135;Mila;beige;H2.D33.;;
1023138;Mila;white;H2.D33.;;
1023148;Mila;rust;L60.5.W26.H8.5;;
1023149;Mila;rust;L50.W22.H7.5;;
1023150;Mila;rust;L40.W17.H6;;
1023151;Mila;rust;H7.D25.;;
1023153;Mila;yellow;H2.D34.;;
1023154;Mila;pink;H2.D34.;;
1023176;;d.gold;L20.W20.H51;;
1023181;;d.gold;H20.D11.;;
1023182;;d.gold;H29.D11.;;
1023183;;d.gold;H14.5.D12.5.;;
1023184;;white;L50.5.W28.H8;;
1023187;;red;L50.5.W28.H8;;
1023190;;white;H62.5.D38.;;
1023192;Antoinette;white;H66.D27.;;
1023193;Antoinette;red;H66.D27.;;
1023194;Antoinette;white;H73.5.D34.;;
1023195;Antoinette;red;H73.5.D34.;;
1023199;;red;H51.D35.;;
1023200;;red;H43.D27.;;
1023201;;red;H51.D35.;;
1023202;;white;L35.W13.H60;;
1023203;;white;L21.W19.H23;;
