sku;grouped_skus;ed_search;attribute_set_code;type;product_websites;name;meta_title;meta_description;description;short_description;ed_model;categories;ed_brand;ed_type;ed_color;image;small_image;thumbnail
dinsmore_500_215_15003200; 1029759, 1029760; 1029759, 1029760;default;grouped;base;dinsmore;dinsmore;dinsmore;dinsmore;dinsmore;dinsmore;shop/artificial christmas trees & wreaths/artificial christmas trees;black box trees;to be determined;frosted; 102975901.jpg; 102975901.jpg; 102975901.jpg
dinsmore_500_215_15003210; 1029755, 1029756, 1029757, 1029758; 1029755, 1029756, 1029757, 1029758;default;grouped;base;dinsmore;dinsmore;dinsmore;dinsmore;dinsmore;dinsmore;shop/artificial christmas trees & wreaths/artificial christmas wreaths & garlands;black box trees;to be determined;frosted; 102975501.jpg; 102975501.jpg; 102975501.jpg
dinsmore_500_80_15003210; 1040232, 1040233, 1040235; 1040232, 1040233, 1040235;default;grouped;base;dinsmore;dinsmore;dinsmore;dinsmore;dinsmore;dinsmore;shop/artificial christmas trees & wreaths/artificial christmas wreaths & garlands;black box trees;to be determined;green; 104023201.jpg; 104023201.jpg; 104023201.jpg
diny_174_180_11003030; 146661, 147023, 240361; 146661, 147023, 240361;default;grouped;base;diny;diny;diny;diny;diny;diny;shop/home accessories/room accents;mica decorations;cover glass;transparent; 14666101.jpg; 14666101.jpg; 14666101.jpg
diny_500_180_11003030;240360;240360;default;grouped;base;diny;diny;diny;diny;diny;diny;shop/home accessories/room accents;mica decorations;to be determined;transparent; 24036001.jpg; 24036001.jpg; 24036001.jpg
dirk_151_23_10003010;1037468;1037468;default;grouped;base;dirk;dirk;dirk;dirk;dirk;dirk;shop/pottery & glassware/outdoor pottery;mica decorations;pot;anthracite; 103746801.jpg; 103746801.jpg; 103746801.jpg
dirk_151_82_10003010;1037471;1037471;default;grouped;base;dirk;dirk;dirk;dirk;dirk;dirk;shop/pottery & glassware/outdoor pottery;mica decorations;pot;d.green; 103747101.jpg; 103747101.jpg; 103747101.jpg
disp_500_10_990897;990025;990025;default;grouped;base;displaystand;displaystand;displaystand;displaystand;displaystand;displaystand;shop/marketing/packing;mica decorations;to be determined;white; 99002501.jpg; 99002501.jpg; 99002501.jpg
disp_500_20_990897; 990032, 990037, 990038, 990039, 990040, 990052, 990053, 990054; 990032, 990037, 990038, 990039, 990040, 990052, 990053, 990054;default;grouped;base;displaystand;displaystand;displaystand;displaystand;displaystand;displaystand;shop/marketing/packing;mica decorations;to be determined;grey; 99003201.jpg; 99003201.jpg; 99003201.jpg
disp_500_30_990897;990031;990031;default;grouped;base;displaystand;displaystand;displaystand;displaystand;displaystand;displaystand;shop/marketing/packing;mica decorations;to be determined;black; 99003101.jpg; 99003101.jpg; 99003101.jpg
diwe_59_180_10003020; 241791, 241792; 241791, 241792;default;grouped;base;diego weave;diego weave;diego weave;diego weave;diego weave;diego weave;shop/pottery & glassware/glassware;mica decorations;bottle;transparent; 24179101.jpg; 24179101.jpg; 24179101.jpg
diwe_59_20_10003020; 241794, 241795; 241794, 241795;default;grouped;base;diego weave;diego weave;diego weave;diego weave;diego weave;diego weave;shop/pottery & glassware/glassware;mica decorations;bottle;grey; 24179401.jpg; 24179401.jpg; 24179401.jpg
diwe_59_60_10003020;241800;241800;default;grouped;base;diego weave;diego weave;diego weave;diego weave;diego weave;diego weave;shop/pottery & glassware/glassware;mica decorations;bottle;yellow; 24180001.jpg; 24180001.jpg; 24180001.jpg
diwe_59_90_10003020; 241797, 241798, 241799; 241797, 241798, 241799;default;grouped;base;diego weave;diego weave;diego weave;diego weave;diego weave;diego weave;shop/pottery & glassware/glassware;mica decorations;bottle;blue; 24179701.jpg; 24179701.jpg; 24179701.jpg
djer_186_10_11003030; 136574-01; 136574-01;default;grouped;base;djerba;djerba;djerba;djerba;djerba;djerba;shop/home accessories/room accents;casa vivante;wax holder;white; 136574-0101.jpg; 136574-0101.jpg; 136574-0101.jpg
djer_186_132_11003030;134546;134546;default;grouped;base;djerba;djerba;djerba;djerba;djerba;djerba;shop/home accessories/room accents;casa vivante;wax holder;d.gold; 13454601.jpg; 13454601.jpg; 13454601.jpg
djer_186_140_11003030; 134390, 134393; 134390, 134393;default;grouped;base;djerba;djerba;djerba;djerba;djerba;djerba;shop/home accessories/room accents;casa vivante;wax holder;silver; 13439001.jpg; 13439001.jpg; 13439001.jpg
djer_500_10_11003030;133476;133476;default;grouped;base;djerba;djerba;djerba;djerba;djerba;djerba;shop/home accessories/room accents;casa vivante;to be determined;white; 13347601.jpg; 13347601.jpg; 13347601.jpg
djer_500_20_11003030; 1020323, 1020324; 1020323, 1020324;default;grouped;base;djerba;djerba;djerba;djerba;djerba;djerba;shop/home accessories/room accents;casa vivante;to be determined;grey; 102032301.jpg; 102032301.jpg; 102032301.jpg
dna_500_132_11003030; 231174, 231175; 231174, 231175;default;grouped;base;dana;dana;dana;dana;dana;dana;shop/home accessories/room accents;casa vivante;to be determined;d.gold; 23117401.jpg; 23117401.jpg; 23117401.jpg
dna_500_30_11003030; 231176, 231177; 231176, 231177;default;grouped;base;dana;dana;dana;dana;dana;dana;shop/home accessories/room accents;casa vivante;to be determined;black; 23117601.jpg; 23117601.jpg; 23117601.jpg
dogt_75_110_12003090;1005563;1005563;default;grouped;base;dogtail;dogtail;dogtail;dogtail;dogtail;dogtail;shop/artificial flowers & plants/flowers & bouquets;mica decorations;grass;purple; 100556301.jpg; 100556301.jpg; 100556301.jpg
dogt_75_110_12003100; 1005544, 1005545, 1005546, 1005547, 1005560; 1005544, 1005545, 1005546, 1005547, 1005560;default;grouped;base;dogtail;dogtail;dogtail;dogtail;dogtail;dogtail;shop/artificial flowers & plants/plants;mica decorations;grass;purple; 100554401.jpg; 100554401.jpg; 100554401.jpg
dogt_75_80_12003090;1005562;1005562;default;grouped;base;dogtail;dogtail;dogtail;dogtail;dogtail;dogtail;shop/artificial flowers & plants/flowers & bouquets;mica decorations;grass;green; 100556201.jpg; 100556201.jpg; 100556201.jpg
dogt_75_80_12003100;1005559;1005559;default;grouped;base;dogtail;dogtail;dogtail;dogtail;dogtail;dogtail;shop/artificial flowers & plants/plants;mica decorations;grass;green; 100555901.jpg; 100555901.jpg; 100555901.jpg
dogt_75_81_12003090;1005561;1005561;default;grouped;base;dogtail;dogtail;dogtail;dogtail;dogtail;dogtail;shop/artificial flowers & plants/flowers & bouquets;mica decorations;grass;l.green; 100556101.jpg; 100556101.jpg; 100556101.jpg
dogt_75_81_12003100;1005558;1005558;default;grouped;base;dogtail;dogtail;dogtail;dogtail;dogtail;dogtail;shop/artificial flowers & plants/plants;mica decorations;grass;l.green; 100555801.jpg; 100555801.jpg; 100555801.jpg
dolly_180_180_10003020;1041640;1041640;default;grouped;base;dolly;dolly;dolly;dolly;dolly;dolly;shop/pottery & glassware/glassware;mica decorations;vase;transparent; 104164001.jpg; 104164001.jpg; 104164001.jpg
domani_513_121_11003040; 1034615, 1034616; 1034615, 1034616;default;grouped;base;domani;domani;domani;domani;domani;domani;shop/home accessories/lamps & lighting;mica decorations;table lamp;l.brown; 103461501.jpg; 103461501.jpg; 103461501.jpg
domani_520_10_11003040;1030677;1030677;default;grouped;base;domani;domani;domani;domani;domani;domani;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;white; 103067701.jpg; 103067701.jpg; 103067701.jpg
domani_520_20_11003040;1030678;1030678;default;grouped;base;domani;domani;domani;domani;domani;domani;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;grey; 103067801.jpg; 103067801.jpg; 103067801.jpg
domani_520_83_11003040;1030675;1030675;default;grouped;base;domani;domani;domani;domani;domani;domani;shop/home accessories/lamps & lighting;mica decorations;hanging lamp;mint green; 103067501.jpg; 103067501.jpg; 103067501.jpg
dominic_151_100_10003000;1041269;1041269;default;grouped;base;dominic;dominic;dominic;dominic;dominic;dominic;shop/pottery & glassware/indoor pottery;mica decorations;pot;pink; 104126901.jpg; 104126901.jpg; 104126901.jpg
dominique_500_120_11003080;1000992;1000992;default;grouped;base;dominique;dominique;dominique;dominique;dominique;dominique;shop/home accessories/home textiles;casa vivante;to be determined;brown; 100099201.jpg; 100099201.jpg; 100099201.jpg
donna_500_130_11003030;1001045;1001045;default;grouped;base;donna;donna;donna;donna;donna;donna;shop/home accessories/room accents;mica decorations;to be determined;gold; 100104501.jpg; 100104501.jpg; 100104501.jpg
dores_500_63_11003080;1022815;1022815;default;grouped;base;dores;dores;dores;dores;dores;dores;shop/home accessories/home textiles;casa vivante;to be determined;ochre; 102281501.jpg; 102281501.jpg; 102281501.jpg
drac_54_10_12003100;930362;930362;default;grouped;base;dracaena;dracaena;dracaena;dracaena;dracaena;dracaena;shop/artificial flowers & plants/plants;mica decorations;dracaena;white; 93036201.jpg; 93036201.jpg; 93036201.jpg
drac_54_80_12003100; 1026439, 930363, 966130; 1026439, 930363, 966130;default;grouped;base;dracaena;dracaena;dracaena;dracaena;dracaena;dracaena;shop/artificial flowers & plants/plants;mica decorations;dracaena;green; 102643901.jpg; 102643901.jpg; 102643901.jpg
draw_500_100_11003030; 1038044, 1038047; 1038044, 1038047;default;grouped;base;draw;draw;draw;draw;draw;draw;shop/home accessories/room accents;mica decorations;to be determined;pink; 103804401.jpg; 103804401.jpg; 103804401.jpg
draw_500_100_13003130; 1038050, 1038053; 1038050, 1038053;default;grouped;base;draw;draw;draw;draw;draw;draw;shop/spring & outdoor decoration/spring summer accessories;mica decorations;to be determined;pink; 103805001.jpg; 103805001.jpg; 103805001.jpg
draw_500_60_11003030;1038046;1038046;default;grouped;base;draw;draw;draw;draw;draw;draw;shop/home accessories/room accents;mica decorations;to be determined;yellow; 103804601.jpg; 103804601.jpg; 103804601.jpg
draw_500_60_13003130; 1038049, 1038052, 1038055; 1038049, 1038052, 1038055;default;grouped;base;draw;draw;draw;draw;draw;draw;shop/spring & outdoor decoration/spring summer accessories;mica decorations;to be determined;yellow; 103804901.jpg; 103804901.jpg; 103804901.jpg
draw_500_90_11003030;1038045;1038045;default;grouped;base;draw;draw;draw;draw;draw;draw;shop/home accessories/room accents;mica decorations;to be determined;blue; 103804501.jpg; 103804501.jpg; 103804501.jpg
draw_500_90_13003130;1038051;1038051;default;grouped;base;draw;draw;draw;draw;draw;draw;shop/spring & outdoor decoration/spring summer accessories;mica decorations;to be determined;blue; 103805101.jpg; 103805101.jpg; 103805101.jpg
drift_151_21_10003010; 1021702-01, 1021717; 1021702-01, 1021717;default;grouped;base;drift;drift;drift;drift;drift;drift;shop/pottery & glassware/outdoor pottery;mica decorations;pot;l.grey; 1021702-0101.jpg; 1021702-0101.jpg; 1021702-0101.jpg
drift_151_21_10003010; 1021702-01, 1021717; 1021702-01, 1021717;default;grouped;base;drift;drift;drift;drift;drift;drift;shop/pottery & glassware/outdoor pottery;non branded;pot;l.grey; 1021702-0101.jpg; 1021702-0101.jpg; 1021702-0101.jpg
drui_500_50_12003100; 1005665, 1005666; 1005665, 1005666;default;grouped;base;grape branch;grape branch;grape branch;grape branch;grape branch;grape branch;shop/artificial flowers & plants/plants;mica decorations;to be determined;orange; 100566501.jpg; 100566501.jpg; 100566501.jpg
drup_500_10_12003105;1030030;1030030;default;grouped;base;drop;drop;drop;drop;drop;drop;shop/artificial flowers & plants/seasonal flowers & plants;house of seasons;to be determined;white; 103003001.jpg; 103003001.jpg; 103003001.jpg
dtak_500_10_12003105;910039;910039;default;grouped;base;pine spray;pine spray;pine spray;pine spray;pine spray;pine spray;shop/artificial flowers & plants/seasonal flowers & plants;mica decorations;to be determined;white; 91003901.jpg; 91003901.jpg; 91003901.jpg
dtak_500_215_12003105;914894;914894;default;grouped;base;pine spray;pine spray;pine spray;pine spray;pine spray;pine spray;shop/artificial flowers & plants/seasonal flowers & plants;house of seasons;to be determined;frosted; 91489401.jpg; 91489401.jpg; 91489401.jpg
dtak_500_40_12003105;1016357;1016357;default;grouped;base;pine spray;pine spray;pine spray;pine spray;pine spray;pine spray;shop/artificial flowers & plants/seasonal flowers & plants;house of seasons;to be determined;red; 101635701.jpg; 101635701.jpg; 101635701.jpg
duco_500_20_13003140; 1007771, 1007772; 1007771, 1007772;default;grouped;base;duco;duco;duco;duco;duco;duco;shop/spring & outdoor decoration/outdoor decorations;house of seasons;to be determined;grey; 100777101.jpg; 100777101.jpg; 100777101.jpg
duke_151_10_10003000; 1022394, 1022395, 1022396, 1022397, 1022398, 1022399; 1022394, 1022395, 1022396, 1022397, 1022398, 1022399;default;grouped;base;duke;duke;duke;duke;duke;duke;shop/pottery & glassware/indoor pottery;mica decorations;pot;white; 102239401.jpg; 102239401.jpg; 102239401.jpg
duke_151_102_10003000; 1022400, 1022401, 1022402, 1022403, 1022404, 1022405; 1022400, 1022401, 1022402, 1022403, 1022404, 1022405;default;grouped;base;duke;duke;duke;duke;duke;duke;shop/pottery & glassware/indoor pottery;mica decorations;pot;d.pink; 102240001.jpg; 102240001.jpg; 102240001.jpg
duke_151_80_10003000; 1022412, 1022413, 1022414, 1022415, 1022416, 1022417; 1022412, 1022413, 1022414, 1022415, 1022416, 1022417;default;grouped;base;duke;duke;duke;duke;duke;duke;shop/pottery & glassware/indoor pottery;mica decorations;pot;green; 102241201.jpg; 102241201.jpg; 102241201.jpg
duke_151_94_10003000; 1022406, 1022407, 1022408, 1022409, 1022410, 1022411; 1022406, 1022407, 1022408, 1022409, 1022410, 1022411;default;grouped;base;duke;duke;duke;duke;duke;duke;shop/pottery & glassware/indoor pottery;mica decorations;pot;petrol; 102240601.jpg; 102240601.jpg; 102240601.jpg
duko_500_120_11003070; 1029704, 1029705; 1029704, 1029705;default;grouped;base;duko;duko;duko;duko;duko;duko;shop/home accessories/tableware;mica decorations;to be determined;brown; 102970401.jpg; 102970401.jpg; 102970401.jpg
duny_151_101_11003060;1006952;1006952;default;grouped;base;dunya;dunya;dunya;dunya;dunya;dunya;shop/home accessories/organization;casa vivante;pot;l.pink; 100695201.jpg; 100695201.jpg; 100695201.jpg
ebon_197_10_11003030; 112709, 412711; 112709, 412711;default;grouped;base;ebony;ebony;ebony;ebony;ebony;ebony;shop/home accessories/room accents;mica decorations;candleholder;white; 11270901.jpg; 11270901.jpg; 11270901.jpg
ebon_197_140_11003030; 027501, 027503, 027504; 027501, 027503, 027504;default;grouped;base;ebony;ebony;ebony;ebony;ebony;ebony;shop/home accessories/room accents;mica decorations;candleholder;silver; 02750101.jpg; 02750101.jpg; 02750101.jpg
ebon_500_140_11003030;412717;412717;default;grouped;base;ebony;ebony;ebony;ebony;ebony;ebony;shop/home accessories/room accents;mica decorations;to be determined;silver; 41271701.jpg; 41271701.jpg; 41271701.jpg
echo_151_120_10003010; 1022007, 1022008, 1022009, 1022010; 1022007, 1022008, 1022009, 1022010;default;grouped;base;echo;echo;echo;echo;echo;echo;shop/pottery & glassware/outdoor pottery;mica decorations;pot;brown; 102200701.jpg; 102200701.jpg; 102200701.jpg
echo_151_123_10003010; 1022001, 1022002, 1022003, 1022004; 1022001, 1022002, 1022003, 1022004;default;grouped;base;echo;echo;echo;echo;echo;echo;shop/pottery & glassware/outdoor pottery;mica decorations;pot;taupe; 102200101.jpg; 102200101.jpg; 102200101.jpg
echo_151_170_10003010; 1037387, 1037388; 1037387, 1037388;default;grouped;base;echo;echo;echo;echo;echo;echo;shop/pottery & glassware/outdoor pottery;mica decorations;pot;rust; 103738701.jpg; 103738701.jpg; 103738701.jpg
echo_151_21_10003010; 1021997, 1021998; 1021997, 1021998;default;grouped;base;echo;echo;echo;echo;echo;echo;shop/pottery & glassware/outdoor pottery;mica decorations;pot;l.grey; 102199701.jpg; 102199701.jpg; 102199701.jpg
echo_151_22_10003010; 1022014, 1022015, 1022016; 1022014, 1022015, 1022016;default;grouped;base;echo;echo;echo;echo;echo;echo;shop/pottery & glassware/outdoor pottery;mica decorations;pot;d.grey; 102201401.jpg; 102201401.jpg; 102201401.jpg
echo_151_82_10003010;1037392;1037392;default;grouped;base;echo;echo;echo;echo;echo;echo;shop/pottery & glassware/outdoor pottery;mica decorations;pot;d.green; 103739201.jpg; 103739201.jpg; 103739201.jpg
eikb_500_50_12003090;1021060;1021060;default;grouped;base;oak leaf;oak leaf;oak leaf;oak leaf;oak leaf;oak leaf;shop/artificial flowers & plants/flowers & bouquets;mica decorations;to be determined;orange; 102106001.jpg; 102106001.jpg; 102106001.jpg
eita_500_50_12003100;1005461;1005461;default;grouped;base;oak spray;oak spray;oak spray;oak spray;oak spray;oak spray;shop/artificial flowers & plants/plants;mica decorations;to be determined;orange; 100546101.jpg; 100546101.jpg; 100546101.jpg
eita_500_60_12003090; 1005483, 1005484; 1005483, 1005484;default;grouped;base;oak spray;oak spray;oak spray;oak spray;oak spray;oak spray;shop/artificial flowers & plants/flowers & bouquets;mica decorations;to be determined;yellow; 100548301.jpg; 100548301.jpg; 100548301.jpg
